feature_row,source_id,class_label,hard_label,entropy,membership_0,membership_1,membership_2,membership_3,membership_4,membership_5,membership_6
23,01e291f8b62ce05388421f18ea31d1b500449970622347a63731caa7aa45ef5d,Anthracnose(102),4,0.9999999999999983,0.14285714145633338,0.1428571421154997,0.1428571326602243,0.1428571499086147,0.1428571566501091,0.14285713116282772,0.142857146046391
24,3fd350dd6a779747d6b949ab04631bac51bda24b29c569b920a3b6153e591c9d,Anthracnose(102),4,0.9999999999999915,0.1428571387739982,0.14285714073301733,0.14285711278372012,0.14285716365245898,0.14285718349395907,0.1428571083318587,0.14285715223098747
25,dddbba7d6bb902b9b68f634ba95e2f5a769fada859ee665818e31341d015efa0,Anthracnose(102),5,0.9999999999999958,0.1428571455630784,0.1428571442166463,0.14285716326082515,0.14285712875052034,0.1428571153425402,0.14285716632465556,0.14285713654173413
26,e4f3dea2556bf0d86ee01610a31409547e087f3c9bc9e2c83b1ea8bc7559541e,Anthracnose(102),5,0.9999999999999947,0.14285714597694124,0.14285714443590491,0.1428571662650486,0.14285712667285783,0.1428571112779781,0.14285716977038224,0.14285713560088706
27,dc0d5ee594b0e487eb50870c4323a05a8f17acb1fb8a3b7b114849203ef2176c,Anthracnose(102),4,0.9999999999999889,0.14285713810977874,0.14285714038941646,0.14285710787932987,0.142857167043825,0.1428571901194507,0.14285710269925617,0.142857153758943
28,8c2b8abcb7b63c6b87e783aade8f916cc2ac6424e5e34d9e2a489d01b6ec8fd1,Anthracnose(102),5,0.9999999999999957,0.14285714560237997,0.14285714425368182,0.14285716336691598,0.14285712867596734,0.14285711517795815,0.1428571664328603,0.14285713649023635
29,ff9372bab07609f953cf6be2c245e37799272f1ec8a68337c6f803ad93b82ce3,Anthracnose(102),5,0.9999999999999982,0.14285714442062147,0.14285714364138996,0.14285715465774187,0.14285713469852826,0.14285712694519115,0.14285715643091879,0.14285713920560852
30,b546b24bfe5990f26917a5222f981caccf8d9ce4cdd5ee38b7942ccaa7ff9c04,Anthracnose(102),4,0.9999999999999809,0.14285713658243263,0.14285713960013363,0.1428570965675423,0.14285717486528915,0.14285720539737695,0.14285708970891398,0.14285715727831136
31,637e2a107e65d1fb2d6085f530a07490065d817d1f3fb6169b7879e36beb0ec5,Anthracnose(102),4,0.9999999999999992,0.1428571427610736,0.1428571427828635,0.1428571423937048,0.14285714317882212,0.14285714351204865,0.14285714234667102,0.1428571430248163
32,855e9426fd6d91ac21637554877003c2c11787d77125bf15a1242a7a05b0c621,Anthracnose(102),4,0.9999999999999989,0.14285714207735797,0.14285714244177838,0.14285713719543844,0.14285714677228217,0.14285715051746806,0.14285713636699326,0.14285714462868176
33,6633a1d0326882dda1027f430c744fd6c96d897de3e0e92a1e63c68ba851eaf7,Anthracnose(102),5,0.99999999999999,0.14285714728961116,0.14285714512936662,0.14285717581860619,0.1428571200660069,0.1428570983553978,0.14285718072934525,0.14285713261166594
34,d3033583481d5ef2b835943a628bdd25ff3c0227931663e6220dc12d07e844f6,Anthracnose(102),5,0.999999999999974,0.14285715017030468,0.14285714660301504,0.14285719729914123,0.14285710521406728,0.14285706936046622,0.14285720541097247,0.1428571259420331
35,300cecedb217cbabc4cfc1033533bfbc7cfc205d9e7006b9362d33121e991b76,Anthracnose(102),5,0.9999999999999981,0.14285714432358693,0.14285714360238613,0.14285715381706038,0.14285713527904004,0.142857128066567,0.14285715545633587,0.14285713945502354
36,fde6ffdfd86c52e53fb52cb5fc24bdeaa20020806909cae2c7fa6129ea6b9e17,Anthracnose(102),4,0.9999999999999827,0.14285713685839935,0.1428571397314917,0.14285709871542085,0.14285717338052784,0.1428572025087471,0.1428570921860531,0.14285715661936002
37,2590e251f3c970b2d1755f440da6a8f8106a2e492c60381d4fb8a2dcbb831cbf,Anthracnose(102),5,0.9999999999999845,0.14285714843461064,0.142857145712939,0.1428571843758638,0.1428571141494559,0.14285708680686549,0.1428571905638983,0.1428571299563668
38,20ab23b74fa4051b438c072656c0419d9b64268fd753d1ccae03291e8e79ea93,Anthracnose(102),4,0.9999999999999929,0.1428571391206125,0.14285714089942117,0.142857115475838,0.14285716179158783,0.1428571798725741,0.14285711143488056,0.14285715140508598
39,d53065c50881932945274b202986315c642d577e71f3481906fbf08a67bbcafe,Anthracnose(102),4,0.9999999999999634,0.14285713408952472,0.14285713831656763,0.14285707809018672,0.14285718764179242,0.14285723035090223,0.1428570684833736,0.14285716302765258
40,ada9ad9e1ff692d8d6292ff9fd6f756a1f23dfd9163fcbda45c277a80aa1e64c,Anthracnose(102),5,0.999999999999981,0.1428571490342247,0.14285714602496996,0.14285718879032255,0.14285711109690014,0.14285708084168328,0.14285719563181545,0.14285712858008384
41,088c56602036bd5d2c12454a7904a27c36fd75e7ff9b937dd08b2af2ae239063,Anthracnose(102),5,0.9999999999999275,0.14285715522581277,0.14285714922636947,0.1428572345842511,0.1428570794319685,0.14285701898510536,0.14285724822247492,0.1428571143240179
42,743d97fecbfc390bda0cc15fced8621e25ce7139dcfd3c6fbac0df8baefeebd6,Anthracnose(102),4,0.9999999999999885,0.1428571380472146,0.14285714036200883,0.14285710735177548,0.14285716740804044,0.14285719082473808,0.1428571020900674,0.1428571539161552
43,288468bc4e55c95e275129f485ece832d7ff723f53bcedd69f62518941357831,Anthracnose(102),4,0.9999999999999505,0.14285713264950609,0.14285713760497948,0.14285706713082363,0.14285719521863235,0.14285724511770428,0.1428570558667772,0.14285716641157692
44,5254c94a9c32179394f97e92eab25511c20ab2bdbfd543d7c73e88f7b10de099,Anthracnose(102),4,0.9999999999999865,0.14285713762022098,0.1428571401816328,0.14285710384563313,0.14285716983161034,0.14285719551857698,0.1428570980239679,0.14285715497835796
45,30bccc1c2b82e759b7518ba3b503a2a3515ef2696ea721cd3b8a8d7dc819a442,Anthracnose(102),4,0.9999999999999832,0.14285713699059105,0.14285713983753137,0.1428570993422962,0.14285717294575048,0.14285720162032134,0.14285709287083342,0.14285715639267615
46,236f52ec7f2899536cd8efe6746fa54e68eeee76bfa9e04df7e96d285d57710f,Anthracnose(102),4,0.9999999999999992,0.1428571423008541,0.14285714255100143,0.14285713892775947,0.14285714557508944,0.14285714818643974,0.14285713836097977,0.14285714409787592
47,cd262eccae38a1aa540bac534149af4c19d0af23b3c99699dcce5683e3775ae9,Anthracnose(102),4,0.999999999999986,0.14285713747728015,0.142857140060439,0.14285710322026507,0.14285717026549488,0.1428571964149628,0.14285709735043775,0.14285715521112036
48,04476335c3684d9f55a6650e20aefd425dbca23dc22311ab4272e3951d8491bc,Anthracnose(102),5,0.9999999999999907,0.14285714711973146,0.1428571450321007,0.14285717467359654,0.14285712085856989,0.14285709991469922,0.1428571794215931,0.14285713297970906
49,56bdf45b42927f63521317e54cfe65629a3bf646960a7127ffb592b9210c85ed,Anthracnose(102),5,0.9999999999999842,0.14285714846700145,0.1428571457225254,0.1428571846941003,0.14285711392991368,0.14285708638609532,0.14285719093522803,0.1428571298651358
50,7635ebbf32ccd0335b43954f9e4dc5c1311f3d7c37dae04c67ad186c3823a2d7,Anthracnose(102),4,0.9999999999999989,0.14285714195055094,0.14285714236047342,0.14285713642098455,0.1428571473086921,0.142857151582566,0.14285713549114798,0.14285714488558504
51,947a448f80e13331a1ee9be1e87f13758d09df3223722889ce2cebf80ec7b315,Anthracnose(102),4,0.9999999999999806,0.1428571365133486,0.14285713957026624,0.14285709600723168,0.1428571752526336,0.1428572061482126,0.14285708905964498,0.14285715744866223
52,7a61aa4577d16a4a29822b7913e870b3f53ecf8008b895d6e758d6dbfeb45139,Anthracnose(102),5,0.9999999999999953,0.14285714577182612,0.14285714434236121,0.1428571646414763,0.1428571277952799,0.14285711345811133,0.14285716789348443,0.14285713609746079
53,048d20e31c78478c5d4935c178c5be56ed9fca5d4cdd14aa62397730bfde9a4d,Anthracnose(102),4,0.9999999999999896,0.14285713828969518,0.1428571404788041,0.14285710924272055,0.14285716610118998,0.142857188281741,0.1428571042684769,0.14285715333737223
54,63ca46c5484394a464f4ae638813aa1b696a333fce518880aa7d5fd43f8553be,Anthracnose(102),5,0.9999999999999223,0.14285715566142476,0.14285714944815286,0.14285723784774393,0.1428570771756913,0.1428570145816505,0.14285725197293025,0.14285711331240636
55,329e461f725e88562b70a475d166e1f4cc0f56d93862dbef6c45310569d6a26f,Anthracnose(102),4,0.9999999999999936,0.14285713935562958,0.14285714102713,0.14285711717031294,0.1428571606199935,0.1428571775782317,0.14285711337416038,0.14285715087454187
56,858ddddace8d89d438a7994cfecf0a112605e3c632ff57bfaef3a9ac3a96392d,Anthracnose(102),4,0.9999999999999846,0.14285713719904994,0.14285713990622276,0.1428571012531537,0.14285717162592373,0.14285719908296585,0.14285709510141026,0.14285715583127387
57,02d77159eb88650fc95f6fb8481963fcbc60f0cd00e0b73266f26aa6f4490b20,Anthracnose(102),4,0.999999999999995,0.14285713982827877,0.14285714126958501,0.14285712068186132,0.14285715819189926,0.14285717283690222,0.14285711740883092,0.14285714978264244
58,0f37b8632b7a592b301bd52c402f0babf9f028e55c15eb8c65fb90c695843f31,Anthracnose(102),4,0.9999999999999932,0.14285713924938045,0.14285714098026447,0.14285711628443337,0.14285716123174766,0.14285717876357462,0.14285711235092033,0.14285715113967906
59,80fb9cd31bf8d4494ef633dd7ac94315e68687f8d8e1d57a2abd620681d7c1a6,Anthracnose(102),4,0.9999999999999865,0.14285713757612536,0.14285714010706976,0.14285710399005938,0.14285716973330465,0.1428571953797613,0.14285709823886705,0.14285715497481258
60,c8786037cedc3d54b680c225e4e9e4e4e50f4d64da8b4de5c472f6973d56ee88,Anthracnose(102),4,0.9999999999999923,0.1428571390246529,0.14285714086115403,0.1428571146582881,0.14285716235645965,0.14285718096415073,0.14285711048554617,0.14285715164974838
61,1979fdd620149662e138309d1a7534b89fcbdafb9794c896b2b3edd450ba1574,Anthracnose(102),4,0.9999999999999735,0.14285713539418948,0.1428571389946416,0.14285708769842598,0.14285718099771658,0.14285721736778786,0.142857079515003,0.14285716003223548
62,8daf374a6e4d0720d526b87ec463cb75037a089cf2cf03680cab5c5806070233,Anthracnose(102),4,0.9999999999999782,0.14285713612772935,0.1428571393717263,0.14285709314887762,0.14285717722908975,0.14285721000837986,0.14285708577615389,0.1428571583380433
63,016ba6fd7140c39722b677cd6d9c19d1f001adcbc962332f9ce277313d19aadb,Anthracnose(102),5,0.9999999999999889,0.14285714753315823,0.1428571452489128,0.14285717770428688,0.14285711876286794,0.14285709581773476,0.14285718289917457,0.14285713203386483
64,07729db7d968fb22f04bc5ac15e706622e0dfd8d8dcea58f98d36c3bcfb5360f,Anthracnose(102),5,0.9999999999999986,0.1428571441291361,0.14285714349233927,0.14285715250287226,0.14285713618882923,0.1428571298556375,0.14285715395357737,0.14285713987760829
65,7002c41da85f268a8df9e7a1762f03cec55ff1bc43c609f8e6207436367f8158,Anthracnose(102),5,0.999999999999923,0.14285715560225118,0.14285714941253444,0.14285723746748713,0.14285707743903137,0.14285701510184265,0.1428572515401944,0.14285711343665894
66,8b193aeb4ea2c531b6b27440b4ae5ac0ca28d2e16998fd98ab752dabc1ba8ceb,Anthracnose(102),4,0.999999999999993,0.14285713919313547,0.14285714094470964,0.14285711594802217,0.14285716146499478,0.14285717922697794,0.14285711196932052,0.14285715125283951
67,92f8dec851d91edada97e120ff318415d9ff074112349e92a118b58e9b253217,Anthracnose(102),4,0.9999999999999805,0.14285713651432874,0.1428571395749776,0.14285709597150917,0.14285717527710953,0.14285720619145484,0.14285708901494484,0.14285715745567537
68,2531ddabdba6239b763e272144cca88e3c1de17c988216e5514ba88f1942cce8,Anthracnose(102),4,0.9999999999999964,0.14285714047210488,0.14285714161653795,0.14285712531629385,0.14285715498693582,0.1428571665616484,0.1428571227177674,0.1428571483287117
69,38558e97e074a5a65636e6f9a74affeea806bcf09eac02ea247e76efe0ec3b43,Anthracnose(102),4,0.9999999999999873,0.14285713785410775,0.1428571402624251,0.14285710592649462,0.1428571683936852,0.14285719275018705,0.14285710045261693,0.14285715436048335
70,3ef013d5f0debd3c0009d499042afdfccddd172f2f3d546673ea68e2fd2e2b67,Anthracnose(102),4,0.9999999999999971,0.14285714075928935,0.14285714175128056,0.14285712755143187,0.142857153441536,0.14285716355612324,0.1428571252985921,0.14285714764174678
71,2da6cee7ddfb4df7e13f8023996282d0674cc97a82266b79363b2fb350669039,Anthracnose(102),4,0.9999999999999976,0.14285714087820817,0.1428571418177937,0.1428571284004403,0.14285715285464534,0.1428571624053016,0.142857126267836,0.14285714737577493
72,bc719ad565e44939b9132f900527f7ee569ec60cfc17934216f6e54dd0072b5e,Anthracnose(102),5,0.9999999999999006,0.14285715734652507,0.1428571503106242,0.14285725041057243,0.14285706848960292,0.1428569976237324,0.14285726640737428,0.14285710941156868
73,2858207fd6d9594cb1591ab9b20552e7160aa85c23d2ec1c45862a9b2bdeb196,Anthracnose(102),5,0.9999999999999986,0.14285714402818275,0.14285714343872472,0.14285715175522662,0.14285713670555825,0.14285713086575125,0.1428571530972226,0.1428571401093338
74,5b9d6f4568ebbc04e61f72cc08f8544c7e6d4d2071890f18bdca40b37f44cbc4,Anthracnose(102),4,0.9999999999999769,0.14285713592343868,0.1428571392575732,0.14285709171690691,0.14285717821953492,0.14285721195206152,0.1428570841396144,0.1428571587908703
75,8b882053c72fc295ef9e426dfbeb193d8f2caf317a01bb71c76957aa22f46aee,Anthracnose(102),4,0.9999999999999976,0.14285714099365915,0.1428571418664929,0.1428571293469411,0.1428571522003516,0.1428571611380471,0.1428571273657116,0.14285714708879657
76,a2f6a97a093305d1550915573f4855505fc681212c5a9a71c317c85da30b8162,Anthracnose(102),4,0.9999999999999922,0.1428571389865505,0.14285714084482115,0.14285711435615242,0.14285716256549127,0.1428571813695548,0.1428571101346943,0.14285715174273558
77,bfdd8450c1d8abe464a06e9d5ebda7254472166b3158ea5e3e7f4a7fd7155699,Anthracnose(102),4,0.9999999999999977,0.14285714100972277,0.14285714187355122,0.1428571294627953,0.14285715211997116,0.1428571609815856,0.14285712750091162,0.1428571470514624
78,973ddf619d81b1afbe19055b63fc686f960d76d7e303ca7f543fad3183261198,Anthracnose(102),4,0.9999999999999828,0.14285713689971402,0.14285713977201642,0.14285709884338968,0.14285717329138997,0.14285720231481164,0.1428570923150965,0.14285715656358178
79,cb3a47e744eb9bafad547c5875d6d98a02c241fd457c7c946c3f20e45284ad2e,Anthracnose(102),5,0.9999999999999931,0.14285714642701186,0.14285714466790925,0.1428571695996455,0.14285712436710252,0.14285710677447697,0.1428571736006075,0.1428571345632464
80,eb6a5f2204b981afd6508cebc29134f10a54a6500caea2c65df24d7397c588c0,Anthracnose(102),4,0.9999999999999735,0.14285713541846945,0.1428571390046044,0.14285708789834856,0.14285718085948707,0.14285721710023983,0.14285707974726367,0.14285715997158702
81,a01a9e9a233523ae14d183bdf3764c3e0ccfbab8c44ead132f24782452c58286,Anthracnose(102),4,0.9999999999999805,0.14285713650549878,0.1428571395642883,0.14285709596356594,0.1428571752828218,0.14285720620900622,0.1428570890115062,0.14285715746331282
82,53b45a4e974e864151010bcd544dedf0a3e82773a9c9f18ae0d6b0a1a6082cd6,Anthracnose(102),5,0.9999999999999893,0.14285714741991243,0.14285714519367054,0.14285717685293894,0.14285711935179504,0.1428570969656388,0.14285718191723445,0.14285713229880984
83,ca89f85e2b4dca162df0ac5f41c709c97b911bd20d085e2daffced760c608a6a,Anthracnose(102),4,0.9999999999999791,0.1428571362797449,0.14285713944817816,0.14285709429364588,0.14285717643760665,0.14285720846453023,0.14285708709279593,0.1428571579834982
84,d914801a983fa90a2f052795c9b82ff373000317da2f1ff3b18b84b80ea7cc52,Anthracnose(102),4,0.9999999999999855,0.14285713742634581,0.14285714003956462,0.14285710278235317,0.14285717056789077,0.1428571969994413,0.14285709684313444,0.1428571553412699
85,a593910c96e80e9cbaff3ed8b8a97207be01ba860c9028cd208632aeaf61272c,Anthracnose(102),4,0.9999999999999789,0.14285713621942092,0.14285713941513145,0.1428570938621042,0.14285717673601206,0.1428572090492239,0.14285708659911378,0.14285715811899374
86,aeba464259d7ae528fef09eaabd5736ae27beb90f23e3fd420e25130cd6a6213,Anthracnose(102),4,0.9999999999999957,0.14285714002623232,0.14285714137154829,0.14285712211694093,0.14285715719891964,0.1428571708958013,0.14285711905944648,0.14285714933111107
87,25eca3ec50191a7872ec3c597ebcf0c3e24564be82e88f2c03a510db5bc4b9c3,Anthracnose(102),4,0.9999999999999953,0.14285713992977628,0.1428571413085912,0.14285712157209335,0.14285715757710252,0.14285717165066344,0.14285711844280374,0.14285714951896933
88,667bd286fc83ca608fd691e2a6efb38550d5e5919d26d032f981c63834a0f7d2,Anthracnose(102),5,0.999999999999995,0.1428571458198783,0.1428571443581493,0.1428571650871044,0.14285712748758309,0.14285711286677505,0.14285716841331172,0.14285713596719815
89,843587f031469f61a1910a637fc1064de079a62eab4405b5ee157bebf76b6cd9,Anthracnose(102),4,0.9999999999999863,0.1428571375847214,0.14285714011661868,0.14285710400293838,0.1428571697241507,0.14285719535646063,0.1428570982491172,0.14285715496599297
90,31070ff0506dbf74df3cd6a0e3cd5d36315a9925bd4f8db2dcb6183ff16739fd,Anthracnose(102),4,0.9999999999999594,0.1428571336100464,0.14285713807241154,0.14285707450682095,0.14285719011938713,0.14285723518682303,0.14285706436480405,0.14285716413970698
91,02d266bb26f021470c32032d8bb250b3505de67b300b618370a0ede3f3dd0751,Anthracnose(102),5,0.9999999999999991,0.14285714321454357,0.14285714302406738,0.1428571456691939,0.14285714091337262,0.14285713907873504,0.14285714610306788,0.14285714199701963
92,6261a30632cd26d65c619d51e48bc568cc0e25763c74a098b94528b00176ed8e,Anthracnose(102),4,0.9999999999999742,0.14285713551610085,0.14285713905360953,0.1428570886382073,0.14285718034803183,0.14285721610292124,0.14285708059804106,0.14285715974308813
93,40ead8c4ecf9efea4dd351c1c2debfeb63a3658bb7f1682e6a210615fa225fd8,Anthracnose(102),5,0.9999999999999124,0.1428571564571968,0.14285714985593273,0.1428572437620326,0.14285707308618117,0.14285700659641337,0.14285725876880323,0.14285711147344007
94,f605a8032c6398efc8a327a178cb14de1da5db37dea9132f4523c723e4020b3b,Anthracnose(102),5,0.9999999999999079,0.14285715681779085,0.1428571500465664,0.14285724641338382,0.14285707125320785,0.14285700301265075,0.14285726180820535,0.14285711064819498
95,aef1ec1b5a1dd5c6ab9ac099e04fb71a7afeac149427c1d3a9c99726bdefdc7d,Anthracnose(102),5,0.9999999999999236,0.14285715555391224,0.1428571493938325,0.14285723702014957,0.14285707774747347,0.1428570156961764,0.14285725102267613,0.14285711356577974
96,c1374f61d77b18a22f54e02106734c0c6788ddb35ed4a3fee171a4ceeb925a2f,Anthracnose(102),5,0.9999999999999648,0.14285715141100316,0.14285714725713197,0.14285720632567347,0.14285709897141768,0.14285705715077432,0.14285721576763385,0.14285712311636548
97,19f83d896e15b814cb852db25a81343959504580b3e0675d34617f90cbd0b3e4,Anthracnose(102),4,0.9999999999999916,0.14285713879828613,0.14285714072858705,0.14285711313452273,0.14285716341075078,0.1428571830401634,0.1428571087497038,0.14285715213798594
98,0a18860068ccfd5e13d9bb32f2f599f139100adb8ad27892ec562f8ac243a43c,Anthracnose(102),4,0.9999999999999953,0.14285713999800592,0.14285714136267844,0.14285712186546667,0.142857157372825,0.1428571712301754,0.14285711876460494,0.14285714940624356
99,40480a267715f281b8ae1820debe400e56970c7576b126bc0f520f28da0f7cb8,Anthracnose(102),4,0.9999999999999802,0.14285713644601883,0.14285713953085524,0.14285709555589884,0.1428571755649491,0.14285720676334454,0.14285708854535303,0.1428571575935805
100,ca98756896f96b4219f363667c1ab9b547aa0bc922602119f2c3649fdf279575,Anthracnose(102),4,0.9999999999999868,0.14285713766351765,0.14285714015133588,0.14285710464321053,0.14285716928166386,0.1428571944984271,0.14285709898993118,0.1428571547719138
101,75221d776e3f05dde6026f1d39799a0f33c8c0ab1696c0a4a68f1ea7c1829633,Anthracnose(102),4,0.9999999999999852,0.1428571373401813,0.1428571399790538,0.1428571023139848,0.1428571708927327,0.14285719765167681,0.1428570963187759,0.1428571555035948
102,48ab046e600edf59372e25d8f307e1dce30e6e5b93cbc241e6c75f8be0ab5e93,Bacterial-Spot(752),4,0.9999999999999949,0.1428571397707733,0.1428571412473929,0.14285712015379023,0.14285715855610082,0.14285717353875682,0.1428571167975202,0.14285714993566567
103,858299f30f991ef5860b3da40fb790c68d29350c4c3dfb24830ae8ada54fae9c,Bacterial-Spot(752),5,0.9999999999999943,0.14285714605476757,0.14285714448528186,0.1428571667463125,0.14285712633956613,0.14285711061692863,0.14285717031516074,0.1428571354419825
104,6c0514015e7c366e4a5a06bf4ca64368927b6eb04832265c38d3dea033bdb1e6,Bacterial-Spot(752),5,0.9999999999999716,0.1428571505305739,0.1428571467952048,0.14285719987585338,0.1428571034314684,0.14285706587031116,0.1428572083667971,0.1428571251297911
105,4097d0f7327d52a3240ee4197c70ab6a6d59809e2a208105adf30c32a0ea0f1e,Bacterial-Spot(752),5,0.9999999999999375,0.14285715431237409,0.14285714874752742,0.14285722789968913,0.1428570840545631,0.14285702802260955,0.14285724055118232,0.1428571164120544
106,52466e9a00a693918eac5c6fdb17f480ec48d7f107751af820c67fd51ffeaf78,Bacterial-Spot(752),5,0.9999999999999043,0.14285715706127444,0.14285715015988837,0.14285724831544416,0.14285706993809227,0.1428570004558698,0.14285726400535584,0.14285711006407517
107,907a60c0245a6215cd18655d3f58071d11fd0eb0ee792f30cf61dad536efe702,Bacterial-Spot(752),5,0.9999999999999776,0.14285714965084514,0.14285714635057228,0.14285719329649055,0.14285710798098977,0.14285707474825754,0.14285720079987932,0.14285712717296548
