feature_row,source_id,class_label,filename,cluster_label
35,300cecedb217cbabc4cfc1033533bfbc7cfc205d9e7006b9362d33121e991b76,Anthracnose(102),Anthracnose (39).jpg,2
36,fde6ffdfd86c52e53fb52cb5fc24bdeaa20020806909cae2c7fa6129ea6b9e17,Anthracnose(102),Anthracnose (4).jpg,4
37,2590e251f3c970b2d1755f440da6a8f8106a2e492c60381d4fb8a2dcbb831cbf,Anthracnose(102),Anthracnose (40).jpg,2
38,20ab23b74fa4051b438c072656c0419d9b64268fd753d1ccae03291e8e79ea93,Anthracnose(102),Anthracnose (41).jpg,2
39,d53065c50881932945274b202986315c642d577e71f3481906fbf08a67bbcafe,Anthracnose(102),Anthracnose (42).jpg,2
40,ada9ad9e1ff692d8d6292ff9fd6f756a1f23dfd9163fcbda45c277a80aa1e64c,Anthracnose(102),Anthracnose (43).jpg,2
41,088c56602036bd5d2c12454a7904a27c36fd75e7ff9b937dd08b2af2ae239063,Anthracnose(102),Anthracnose (44).jpg,2
42,743d97fecbfc390bda0cc15fced8621e25ce7139dcfd3c6fbac0df8baefeebd6,Anthracnose(102),Anthracnose (45).jpg,2
43,288468bc4e55c95e275129f485ece832d7ff723f53bcedd69f62518941357831,Anthracnose(102),Anthracnose (46).JPG,0
44,5254c94a9c32179394f97e92eab25511c20ab2bdbfd543d7c73e88f7b10de099,Anthracnose(102),Anthracnose (47).JPG,0
45,30bccc1c2b82e759b7518ba3b503a2a3515ef2696ea721cd3b8a8d7dc819a442,Anthracnose(102),Anthracnose (48).JPG,0
46,236f52ec7f2899536cd8efe6746fa54e68eeee76bfa9e04df7e96d285d57710f,Anthracnose(102),Anthracnose (49).jpg,2
47,cd262eccae38a1aa540bac534149af4c19d0af23b3c99699dcce5683e3775ae9,Anthracnose(102),Anthracnose (5).jpg,4
48,04476335c3684d9f55a6650e20aefd425dbca23dc22311ab4272e3951d8491bc,Anthracnose(102),Anthracnose (50).jpg,2
49,56bdf45b42927f63521317e54cfe65629a3bf646960a7127ffb592b9210c85ed,Anthracnose(102),Anthracnose (51).jpg,2
50,7635ebbf32ccd0335b43954f9e4dc5c1311f3d7c37dae04c67ad186c3823a2d7,Anthracnose(102),Anthracnose (52).jpg,2
51,947a448f80e13331a1ee9be1e87f13758d09df3223722889ce2cebf80ec7b315,Anthracnose(102),Anthracnose (53).jpg,2
52,7a61aa4577d16a4a29822b7913e870b3f53ecf8008b895d6e758d6dbfeb45139,Anthracnose(102),Anthracnose (54).jpg,2
53,048d20e31c78478c5d4935c178c5be56ed9fca5d4cdd14aa62397730bfde9a4d,Anthracnose(102),Anthracnose (55).jpg,2
54,63ca46c5484394a464f4ae638813aa1b696a333fce518880aa7d5fd43f8553be,Anthracnose(102),Anthracnose (56).jpg,2
55,329e461f725e88562b70a475d166e1f4cc0f56d93862dbef6c45310569d6a26f,Anthracnose(102),Anthracnose (57).jpg,2
56,858ddddace8d89d438a7994cfecf0a112605e3c632ff57bfaef3a9ac3a96392d,Anthracnose(102),Anthracnose (58).jpg,2
57,02d77159eb88650fc95f6fb8481963fcbc60f0cd00e0b73266f26aa6f4490b20,Anthracnose(102),Anthracnose (59).jpg,2
58,0f37b8632b7a592b301bd52c402f0babf9f028e55c15eb8c65fb90c695843f31,Anthracnose(102),Anthracnose (6).jpg,4
59,80fb9cd31bf8d4494ef633dd7ac94315e68687f8d8e1d57a2abd620681d7c1a6,Anthracnose(102),Anthracnose (60).jpg,2
60,c8786037cedc3d54b680c225e4e9e4e4e50f4d64da8b4de5c472f6973d56ee88,Anthracnose(102),Anthracnose (61).jpg,2
61,1979fdd620149662e138309d1a7534b89fcbdafb9794c896b2b3edd450ba1574,Anthracnose(102),Anthracnose (62).jpg,2
62,8daf374a6e4d0720d526b87ec463cb75037a089cf2cf03680cab5c5806070233,Anthracnose(102),Anthracnose (63).jpg,2
63,016ba6fd7140c39722b677cd6d9c19d1f001adcbc962332f9ce277313d19aadb,Anthracnose(102),Anthracnose (64).jpg,2
64,07729db7d968fb22f04bc5ac15e706622e0dfd8d8dcea58f98d36c3bcfb5360f,Anthracnose(102),Anthracnose (65).jpg,2
65,7002c41da85f268a8df9e7a1762f03cec55ff1bc43c609f8e6207436367f8158,Anthracnose(102),Anthracnose (66).jpg,2
66,8b193aeb4ea2c531b6b27440b4ae5ac0ca28d2e16998fd98ab752dabc1ba8ceb,Anthracnose(102),Anthracnose (67).jpg,2
67,92f8dec851d91edada97e120ff318415d9ff074112349e92a118b58e9b253217,Anthracnose(102),Anthracnose (68).jpg,2
68,2531ddabdba6239b763e272144cca88e3c1de17c988216e5514ba88f1942cce8,Anthracnose(102),Anthracnose (69).jpg,2
69,38558e97e074a5a65636e6f9a74affeea806bcf09eac02ea247e76efe0ec3b43,Anthracnose(102),Anthracnose (7).jpg,4
70,3ef013d5f0debd3c0009d499042afdfccddd172f2f3d546673ea68e2fd2e2b67,Anthracnose(102),Anthracnose (70).jpg,2
71,2da6cee7ddfb4df7e13f8023996282d0674cc97a82266b79363b2fb350669039,Anthracnose(102),Anthracnose (71).jpg,2
72,bc719ad565e44939b9132f900527f7ee569ec60cfc17934216f6e54dd0072b5e,Anthracnose(102),Anthracnose (72).jpg,2
73,2858207fd6d9594cb1591ab9b20552e7160aa85c23d2ec1c45862a9b2bdeb196,Anthracnose(102),Anthracnose (73).jpg,2
74,5b9d6f4568ebbc04e61f72cc08f8544c7e6d4d2071890f18bdca40b37f44cbc4,Anthracnose(102),Anthracnose (74).jpg,2
75,8b882053c72fc295ef9e426dfbeb193d8f2caf317a01bb71c76957aa22f46aee,Anthracnose(102),Anthracnose (75).jpg,2
76,a2f6a97a093305d1550915573f4855505fc681212c5a9a71c317c85da30b8162,Anthracnose(102),Anthracnose (76).jpg,2
77,bfdd8450c1d8abe464a06e9d5ebda7254472166b3158ea5e3e7f4a7fd7155699,Anthracnose(102),Anthracnose (77).jpg,2
78,973ddf619d81b1afbe19055b63fc686f960d76d7e303ca7f543fad3183261198,Anthracnose(102),Anthracnose (78).jpg,2
79,cb3a47e744eb9bafad547c5875d6d98a02c241fd457c7c946c3f20e45284ad2e,Anthracnose(102),Anthracnose (79).jpg,2
80,eb6a5f2204b981afd6508cebc29134f10a54a6500caea2c65df24d7397c588c0,Anthracnose(102),Anthracnose (8).jpg,2
81,a01a9e9a233523ae14d183bdf3764c3e0ccfbab8c44ead132f24782452c58286,Anthracnose(102),Anthracnose (80).jpg,4
82,53b45a4e974e864151010bcd544dedf0a3e82773a9c9f18ae0d6b0a1a6082cd6,Anthracnose(102),Anthracnose (81).jpg,2
83,ca89f85e2b4dca162df0ac5f41c709c97b911bd20d085e2daffced760c608a6a,Anthracnose(102),Anthracnose (82).jpg,2
84,d914801a983fa90a2f052795c9b82ff373000317da2f1ff3b18b84b80ea7cc52,Anthracnose(102),Anthracnose (83).jpg,2
85,a593910c96e80e9cbaff3ed8b8a97207be01ba860c9028cd208632aeaf61272c,Anthracnose(102),Anthracnose (84).jpg,2
86,aeba464259d7ae528fef09eaabd5736ae27beb90f23e3fd420e25130cd6a6213,Anthracnose(102),Anthracnose (85).jpg,2
87,25eca3ec50191a7872ec3c597ebcf0c3e24564be82e88f2c03a510db5bc4b9c3,Anthracnose(102),Anthracnose (86).jpg,2
88,667bd286fc83ca608fd691e2a6efb38550d5e5919d26d032f981c63834a0f7d2,Anthracnose(102),Anthracnose (87).jpg,2
89,843587f031469f61a1910a637fc1064de079a62eab4405b5ee157bebf76b6cd9,Anthracnose(102),Anthracnose (88).jpg,2
90,31070ff0506dbf74df3cd6a0e3cd5d36315a9925bd4f8db2dcb6183ff16739fd,Anthracnose(102),Anthracnose (89).jpg,2
91,02d266bb26f021470c32032d8bb250b3505de67b300b618370a0ede3f3dd0751,Anthracnose(102),Anthracnose (9).jpg,2
92,6261a30632cd26d65c619d51e48bc568cc0e25763c74a098b94528b00176ed8e,Anthracnose(102),Anthracnose (90).jpg,2
93,40ead8c4ecf9efea4dd351c1c2debfeb63a3658bb7f1682e6a210615fa225fd8,Anthracnose(102),Anthracnose (91).jpg,2
94,f605a8032c6398efc8a327a178cb14de1da5db37dea9132f4523c723e4020b3b,Anthracnose(102),Anthracnose (92).jpg,2
95,aef1ec1b5a1dd5c6ab9ac099e04fb71a7afeac149427c1d3a9c99726bdefdc7d,Anthracnose(102),Anthracnose (93).jpg,3
96,c1374f61d77b18a22f54e02106734c0c6788ddb35ed4a3fee171a4ceeb925a2f,Anthracnose(102),Anthracnose (94).jpg,3
97,19f83d896e15b814cb852db25a81343959504580b3e0675d34617f90cbd0b3e4,Anthracnose(102),Anthracnose (95).jpg,2
98,0a18860068ccfd5e13d9bb32f2f599f139100adb8ad27892ec562f8ac243a43c,Anthracnose(102),Anthracnose (96).jpg,4
99,40480a267715f281b8ae1820debe400e56970c7576b126bc0f520f28da0f7cb8,Anthracnose(102),Anthracnose (97).jpg,2
100,ca98756896f96b4219f363667c1ab9b547aa0bc922602119f2c3649fdf279575,Anthracnose(102),Anthracnose (98).jpg,2
101,75221d776e3f05dde6026f1d39799a0f33c8c0ab1696c0a4a68f1ea7c1829633,Anthracnose(102),Anthracnose (99).jpg,2
102,48ab046e600edf59372e25d8f307e1dce30e6e5b93cbc241e6c75f8be0ab5e93,Bacterial-Spot(752),Bacterial-Spot (1).jpg,4
103,858299f30f991ef5860b3da40fb790c68d29350c4c3dfb24830ae8ada54fae9c,Bacterial-Spot(752),Bacterial-Spot (10).jpg,4
104,6c0514015e7c366e4a5a06bf4ca64368927b6eb04832265c38d3dea033bdb1e6,Bacterial-Spot(752),Bacterial-Spot (100).jpg,3
105,4097d0f7327d52a3240ee4197c70ab6a6d59809e2a208105adf30c32a0ea0f1e,Bacterial-Spot(752),Bacterial-Spot (101).jpg,2
106,52466e9a00a693918eac5c6fdb17f480ec48d7f107751af820c67fd51ffeaf78,Bacterial-Spot(752),Bacterial-Spot (102).jpg,2
107,907a60c0245a6215cd18655d3f58071d11fd0eb0ee792f30cf61dad536efe702,Bacterial-Spot(752),Bacterial-Spot (103).jpg,2
108,e5c1a3a698182772be3ac4147f1ad4b6d87e22aa7397a31df25bf7a786421a2d,Bacterial-Spot(752),Bacterial-Spot (104).jpg,2
109,f5e89e8a029a6957f03c62fadb84d0722a90f0af05332d5175e7ec897d2b78b7,Bacterial-Spot(752),Bacterial-Spot (105).jpg,2
110,deadbba5b224bdfb24df640ab8dbdcc6c0f2b8b629cf69135824ee12333bcdd5,Bacterial-Spot(752),Bacterial-Spot (106).jpg,2
111,f6ad3b65ec33d933b1bb54cdc62e5d74aab850783ca9fc4772d2bc6707ca506e,Bacterial-Spot(752),Bacterial-Spot (107).jpg,2
112,325014be21cc74fe21b625624314ac694aaea73561f39e18636ffc7ce15a0919,Bacterial-Spot(752),Bacterial-Spot (108).jpg,2
113,0bb310b669349a82aac67ad3d1930eb2df3a382eabb93689a6235bd4c078dcd8,Bacterial-Spot(752),Bacterial-Spot (109).jpg,2
114,15bd56e611da5a8061772fcce85203b6d5273f50d2bd786583dc7955c21a4a04,Bacterial-Spot(752),Bacterial-Spot (11).jpg,4
115,0c234eb7e69c4981dcca060bbb41e1f296bb4e21e11946cb14818442a3ae5424,Bacterial-Spot(752),Bacterial-Spot (110).jpg,2
116,6bb18d66df9445e928aea45a3ffc359b84f64211425fd6cb3297c1d5e0a2e525,Bacterial-Spot(752),Bacterial-Spot (111).jpg,2
117,d2e0509f425af8f13c9d018be481ddcc15d034fd1e25e3df24acf9d77451ecef,Bacterial-Spot(752),Bacterial-Spot (112).jpg,2
118,aa1a1cb5f11e0ebdc5e15da320b3153aa5e5e50d36fe836dea9d696c85d55bc9,Bacterial-Spot(752),Bacterial-Spot (113).jpg,2
119,8f4674bb8ddd82b3f1691b1c4ac497ad12d5928da750ac9d37ef697c58ee736f,Bacterial-Spot(752),Bacterial-Spot (114).jpg,2
120,bd1eb56995967cc2fd0d05a0c992dbea937e1eb8e30144f7467ff2fbea8ac357,Bacterial-Spot(752),Bacterial-Spot (115).jpg,2
121,cb78dff27c7cb5dbb1633e52f1c28d3aebe1f16b5bed6535619c1ae524191f40,Bacterial-Spot(752),Bacterial-Spot (116).jpg,2
122,6dfc577f199074011891af23a0fb219d634abfc86bb618faa56ee78c49e55f67,Bacterial-Spot(752),Bacterial-Spot (117).jpg,2
123,5b70c33067970db2c1e0ecb4782b04a3f37e9cacca404fe965b1fa28a6de9feb,Bacterial-Spot(752),Bacterial-Spot (118).jpg,2
124,259da5c39b0912d8f77d287d5ffb09773cb3182b26e647e6f688a670b1453f0e,Bacterial-Spot(752),Bacterial-Spot (119).jpg,2
125,6587ff6a6f79c156fbfceaf280d76aea71124b4b029a566805f70cbb75162c26,Bacterial-Spot(752),Bacterial-Spot (12).jpg,3
126,c3582fda2c562cc4f6f230778868cd8ddc9d1564b1c4f0159215b9365bb3ffa1,Bacterial-Spot(752),Bacterial-Spot (120).jpg,4
127,fb900a151a1adbde17aaa0b5edce371399c6474abaa8ae9e15ebf413e4835266,Bacterial-Spot(752),Bacterial-Spot (121).jpg,4
128,030fc1553314dac97aabae497ebce0eb735cb475f880ed752db761fb11624fbc,Bacterial-Spot(752),Bacterial-Spot (122).jpg,4
129,a1012b524ae0a91929be0866cf19d70413f114a5c38e50fc3d508bace9cbd99d,Bacterial-Spot(752),Bacterial-Spot (123).jpg,4
130,235cbfa8f4e10ceacfe20c7b3852c330151e69a22ba1718cca376cd873dec9a8,Bacterial-Spot(752),Bacterial-Spot (124).jpg,4
131,12bcde2cf9e3305e4cae12f324d2a46bcc2c676dafdaf054a16ddf4f21257207,Bacterial-Spot(752),Bacterial-Spot (125).jpg,4
132,036e5a72b4ae0e81b3004014757c5911f3aa04526bf11d3a6f3d2228fb65bfcc,Bacterial-Spot(752),Bacterial-Spot (126).jpg,4
133,fef45d6b12ef2dd5dc42bf4bbac9ada9a46027074e16245b0a370064da710e1f,Bacterial-Spot(752),Bacterial-Spot (127).jpg,4
134,a897c042610487adfbff5755bdbba72e8e1ac9fde01ee6001ae723587b054193,Bacterial-Spot(752),Bacterial-Spot (128).jpg,4
135,76299a4c6ba94ec8ddeb3f0f177e7cd6d9966c55f7352c98b8350cbe8fc7bb97,Bacterial-Spot(752),Bacterial-Spot (129).jpg,4
136,0a1daf4c0b6f3558cc36011fa436e25e3026c45004675d8ed32c8fd87d60b161,Bacterial-Spot(752),Bacterial-Spot (13).jpg,2
137,fb22d45e69ef33e6d54ddcebb248fb8d98b91e533b221ae64bdea0b9b576b5a6,Bacterial-Spot(752),Bacterial-Spot (130).jpg,4
138,8c5ec9cde7f5a5fa84961c5a4552b16ecbf329524c61a29eb7526cb42e977c6d,Bacterial-Spot(752),Bacterial-Spot (131).jpg,4
139,14edf8ec0bd2c2ed2b7d87ce5df61062c4dcef05f889467880f1017070800aa4,Bacterial-Spot(752),Bacterial-Spot (132).jpg,4
140,d9b4a6568f87d8765d4cc63465b06495745a538b29dc51671ba64e0a3dc337db,Bacterial-Spot(752),Bacterial-Spot (133).jpg,4
141,c04591f964a4c06637139bb4818258df71ce0f3fda614996a6dab3f289cae9a5,Bacterial-Spot(752),Bacterial-Spot (134).jpg,4
142,fb2e1222afce16c30923a5f43d0d8440a3b4106227c8d8463d512d8b7c5e7d68,Bacterial-Spot(752),Bacterial-Spot (135).jpg,4
143,6ba562fd2a5d6fcb2a6037a7c9dcbaf409f58add812b23d9a69a85f82ddefb46,Bacterial-Spot(752),Bacterial-Spot (136).jpg,4
144,8a9f784a35ddbbf8d13eb29f1a14873f276c48625a825bafdea7d701b81881e2,Bacterial-Spot(752),Bacterial-Spot (137).jpg,4
145,298cbb353e435c5fc8217805d52f91d6687587dab27df480877117003518b5b9,Bacterial-Spot(752),Bacterial-Spot (138).jpg,4
146,87c789eb151e620cf93d48fa0d738261ab7396714dd1da4e2822da5ed3a9dd76,Bacterial-Spot(752),Bacterial-Spot (139).jpg,3
147,ebd7c5baa89fa5bc0c537fb26a08e640abcb7fe103580e771992cdf43401c3be,Bacterial-Spot(752),Bacterial-Spot (14).jpg,4
148,00b974f849d83ded15824b38f280cd6652b1f283489b6a17bf3c19db179f8c95,Bacterial-Spot(752),Bacterial-Spot (140).jpg,4
149,fa5fdbb476d371382ce6f07ab01357346cedb43c4ae0790358e78d3023e0dbd6,Bacterial-Spot(752),Bacterial-Spot (141).jpg,4
150,47c423adb7e7b71938c361aa3683a8201e5c427965a0753c58bc021b854a94c0,Bacterial-Spot(752),Bacterial-Spot (142).jpg,4
151,f365c651fd70aa0a68e7f94c9c66dbd213dfe59f03375461caa958c076ae367d,Bacterial-Spot(752),Bacterial-Spot (143).jpg,4
152,1425c426f3b23af30eeb9e08db73ee04a48d831b4939d4bff7f63a218c53b765,Bacterial-Spot(752),Bacterial-Spot (144).jpg,4
153,4fd5b6c378cc095170f5ac033de50819a54c95a7b75b3f996550dd8752fc9213,Bacterial-Spot(752),Bacterial-Spot (145).jpg,3
154,9866a52283531cdebd1007328fdb54a5e36e02fa0f73f17ca3ae15fc016f7fd6,Bacterial-Spot(752),Bacterial-Spot (146).jpg,4
155,d5f4d826974f2d1e60eedc71e86369dd79102aa09937f54caff5e80857d814bf,Bacterial-Spot(752),Bacterial-Spot (147).jpg,4
156,1e5f0665f41cedffb0cb27d3293a28d384a89d8ac8b98502286469d25d803ca0,Bacterial-Spot(752),Bacterial-Spot (148).jpg,4
157,3b0cb7c0b59fa67988587ce58ef28e727f766ed8308386540a8eb293b60ad9d1,Bacterial-Spot(752),Bacterial-Spot (149).jpg,3
158,0041a5045f01e89035ea2fd705b63bade00b4fa33ba70567830dd927e74d4d4f,Bacterial-Spot(752),Bacterial-Spot (15).jpg,4
159,ad67513af3f296a2ccae5b8eb654e25562bae19291259b02025fdaf81c824420,Bacterial-Spot(752),Bacterial-Spot (150).jpg,4
160,6b014df65b042a04e02380daa0d9cf81a6473e35c4996a77292106a5955d1d05,Bacterial-Spot(752),Bacterial-Spot (151).jpg,4
161,8bab5b2bc2abf9b1fc8c8ec630b5512da8a26b435f9deeb3bf9014eeb531f90b,Bacterial-Spot(752),Bacterial-Spot (152).jpg,4
162,995a5c5a079ae5a5f305e1ff397362a8f7fde5abc9d0d35c56ff8b7ebd3f3d09,Bacterial-Spot(752),Bacterial-Spot (153).jpg,4
163,c556da99dbf3701cba624bd294cd1a97463f1c0666c02652bb41a16ecca43335,Bacterial-Spot(752),Bacterial-Spot (154).jpg,4
164,1757c856cab4514637d2a81f834b1b99429d7fc509b29cbb9430b68acc7951b3,Bacterial-Spot(752),Bacterial-Spot (155).jpg,4
165,9be0ff5967de0f6fe5d63f109ce21cd13307bac35c7aca9abde7b98eaf6bcdd7,Bacterial-Spot(752),Bacterial-Spot (156).jpg,4
166,5e6fa820e2fbd764b03d15d4984bf020381107e7305fa42463b59dda6bc9c9e7,Bacterial-Spot(752),Bacterial-Spot (157).jpg,4
167,e00876908436aebc909015e36e8c828a9b6501db9c2fbf42fceb0e13fc95e876,Bacterial-Spot(752),Bacterial-Spot (158).jpg,4
168,dc725fe3c26498589ef0e3552a11e2b20b9c461be93314fac6ab880a37814708,Bacterial-Spot(752),Bacterial-Spot (159).jpg,4
169,a54e77335cadab76b351e1772c211913bb9459272beb1917f7e47730d08072bc,Bacterial-Spot(752),Bacterial-Spot (16).jpg,4
170,096af4bca67a544705b6a865b9e18df1f0539c67cee0b736b7b4e50fbe0c21cc,Bacterial-Spot(752),Bacterial-Spot (160).jpg,4
171,79b25a73bf60412d55aadfe2b6f16365e2980bdadd9f76124ebc2ee1be6ed00a,Bacterial-Spot(752),Bacterial-Spot (161).jpg,4
172,e02876d00b1fc2d2f9b871275eafc336804c7e784916374d5eaa5440e1e9680a,Bacterial-Spot(752),Bacterial-Spot (162).jpg,4
173,cffb118890aa469c663c8b1fe64991e43afc7fe696dd00d628de0fab28e37317,Bacterial-Spot(752),Bacterial-Spot (163).jpg,4
174,16ae9d87231a75b27109125da54dd96f560e49921ee52ccae9184e757318d54a,Bacterial-Spot(752),Bacterial-Spot (164).jpg,4
175,5ac7de980f01458a3d4155d7eba30cd1276287c81f3a2e947f66b3e21d8f4e60,Bacterial-Spot(752),Bacterial-Spot (165).jpg,4
176,6a587345f2ea27e5390e1214f7d21a5f3edab2acee0a4348fb9750d0505c9cae,Bacterial-Spot(752),Bacterial-Spot (166).jpg,4
177,1c81c199d05cb49ecef956cf2830b21e4a4281be98b554f5d6b51c45052f9593,Bacterial-Spot(752),Bacterial-Spot (167).jpg,4
178,6a0b04ec21073d2ae0de8dc120b235ced48b2629889e0fe2e0fc2bae1aa926b0,Bacterial-Spot(752),Bacterial-Spot (168).jpg,4
179,1ecdc126eb746a8d6ccc42d48244d6d65694a4d24e0da560724a57595365d873,Bacterial-Spot(752),Bacterial-Spot (169).jpg,4
180,ab14990bd88a2c73adcf5c534ba14c3caa2a1b549a21ae85ec87a5890d30e35e,Bacterial-Spot(752),Bacterial-Spot (17).jpg,4
181,8e089835704d27f422de6f40847b6346af287247d8023cf2ca78c17ab0e93f2d,Bacterial-Spot(752),Bacterial-Spot (170).jpg,4
182,7ef6dec5255c314ef487580dcd99607b2ab70aa921fc6ad335a8ee4368b90ae6,Bacterial-Spot(752),Bacterial-Spot (171).jpg,2
183,d89ddd85e5ab4993c098447ee11614e9bee6a9402d25a18316d0f77b19d9617f,Bacterial-Spot(752),Bacterial-Spot (172).jpg,2
184,915834599ada82fb873397c39bbd52a2aa6ff165b5fefbca1ab1f39816e0788a,Bacterial-Spot(752),Bacterial-Spot (173).jpg,2
185,a0e3b5232d7ee294c058a0d113df29a756785d46b672339166bd14b574b65251,Bacterial-Spot(752),Bacterial-Spot (174).jpg,2
186,5445c2489944d73fd09213099b1e587cbb4465417467784cd23fac4654db28f5,Bacterial-Spot(752),Bacterial-Spot (175).jpg,2
187,f0c8fdb0bbb321663ff40a06ee6ddc35e91cecfbadecfaccc7b77bf9ff753d9c,Bacterial-Spot(752),Bacterial-Spot (176).jpg,2
188,a50019c9e67ec41a7e3f6403e3e50df7944d425267727f2a56022e389174c636,Bacterial-Spot(752),Bacterial-Spot (177).jpg,2
189,9d7102ff9516f7b5df1c81953fd92b078faeb28fe3ef6cdae8b314c59ceaaf7c,Bacterial-Spot(752),Bacterial-Spot (178).jpg,1
190,b42054ba9fcb16fb1c160a92687cbcaf6b1a3e3af5fa7b614bc15a54ee10ab17,Bacterial-Spot(752),Bacterial-Spot (179).jpg,1
191,40aca97ce48939265d45bef95671e95670140b86b7b28999420b1c4e7b0f1fe3,Bacterial-Spot(752),Bacterial-Spot (18).jpg,4
192,dfc90a637d5d72318a4aeec38f3dd43fb81f42b06b90055188c72c1a0c63bd7f,Bacterial-Spot(752),Bacterial-Spot (180).jpg,1
193,c6ab0b6906047318997627892ca1182d1343687a1c988a1a6db1dc25f0d68795,Bacterial-Spot(752),Bacterial-Spot (181).jpg,1
