feature_row,source_id,class_label,filename,hard_cluster,membership_0,membership_1,membership_2,membership_3,membership_4
11,c6a52e79d8dcf8418e820334987c61fa30b74f8e443d9ce7de6b6e2a8d67b521,Anthracnose(102),Anthracnose (17).jpg,4,0.19999997399511016,0.20000001166518244,0.19999998808565853,0.20000000710058086,0.20000001915346807
12,7db30e7a704366f44641e124b4052c8d47295a96fbc19f437249f90714b2c0d5,Anthracnose(102),Anthracnose (18).jpg,4,0.19999997897524618,0.20000000940833335,0.19999999035259286,0.2000000057547433,0.20000001550908425
13,2cb6a7b46210b7b9362b49c03e03b521e06058a615bee11dad4631686f2f43c0,Anthracnose(102),Anthracnose (19).jpg,4,0.19999993012058784,0.20000003147012105,0.19999996806403034,0.20000001900510977,0.200000051340151
14,46b56510d1634f55da4625ff12d15fd342cd90b0e524fc58b42f790ff3f734ce,Anthracnose(102),Anthracnose (2).jpg,0,0.20000000163955145,0.19999999921515005,0.20000000071939486,0.19999999958247064,0.19999999884343309
15,6943ab94dac5431b78c31b826203c3fb49b82e2d99f383935f2804fb69bc9d3e,Anthracnose(102),Anthracnose (20).jpg,0,0.20000001186997873,0.1999999944789577,0.20000000531188586,0.19999999687894965,0.19999999146022804
16,c8657185ea469ecd1112d617e67b58d06b60ae28da226daa1f7b7b0f27b3cd38,Anthracnose(102),Anthracnose (21).jpg,4,0.19999999380964523,0.2000000026842681,0.19999999710431354,0.20000000174691424,0.200000004654859
17,4c2b44f3e3130972dad56d12bf4c65bfddfe70f94e120e268109d1b0ad97437f,Anthracnose(102),Anthracnose (22).JPG,4,0.19999987223338797,0.2000000576575952,0.1999999416846375,0.20000003467654456,0.20000009374783478
18,3f7812fb258535235edd6c60f77da30efe62efc24ac972e0a3f842ca1220424d,Anthracnose(102),Anthracnose (23).JPG,4,0.1999998764366386,0.20000005577423394,0.19999994361175083,0.20000003352753382,0.20000009064984264
19,526fd33e4b2ea5317eab207b64b358fb75925782ebac10fe639c35e4d6f8cb6d,Anthracnose(102),Anthracnose (24).JPG,4,0.19999990471978468,0.2000000429744542,0.19999995649736838,0.2000000258735164,0.20000006993487632
20,1603d84c9698fb404321601923cdfa49348e52d3127dea0fc9cb323156dd43e5,Anthracnose(102),Anthracnose (25).JPG,4,0.1999998363103984,0.20000007383496443,0.19999992526697274,0.20000004444685202,0.20000012014081245
21,23267d001bb4a99631f67e346cd47ba951e215063368aece482c982e3a395686,Anthracnose(102),Anthracnose (26).JPG,4,0.19999987179129436,0.20000005785431807,0.19999994148111128,0.20000003479828452,0.20000009407499175
22,6b1a65bb153f42171dda7e15979b6558a67e6c1c17b8bb62233a876beff828f2,Anthracnose(102),Anthracnose (27).jpg,4,0.1999999282477154,0.200000032296429,0.1999999671970861,0.20000001952493163,0.20000005273383784
23,01e291f8b62ce05388421f18ea31d1b500449970622347a63731caa7aa45ef5d,Anthracnose(102),Anthracnose (28).jpg,4,0.19999999410090097,0.20000000252344557,0.19999999721837078,0.20000000168586995,0.20000000447141264
24,3fd350dd6a779747d6b949ab04631bac51bda24b29c569b920a3b6153e591c9d,Anthracnose(102),Anthracnose (29).jpg,4,0.19999996713323612,0.20000001475152235,0.1999999849471984,0.20000000896926803,0.2000000241987752
25,dddbba7d6bb902b9b68f634ba95e2f5a769fada859ee665818e31341d015efa0,Anthracnose(102),Anthracnose (3).jpg,0,0.20000000302249124,0.1999999986020388,0.20000000135764198,0.19999999920043435,0.1999999978173937
26,e4f3dea2556bf0d86ee01610a31409547e087f3c9bc9e2c83b1ea8bc7559541e,Anthracnose(102),Anthracnose (30).jpg,0,0.20000000850959584,0.19999999604632804,0.20000000381092095,0.1999999977598439,0.19999999387331122
27,dc0d5ee594b0e487eb50870c4323a05a8f17acb1fb8a3b7b114849203ef2176c,Anthracnose(102),Anthracnose (31).jpg,4,0.19999986060929506,0.20000006279954055,0.1999999363124269,0.20000003789478848,0.200000102383949
28,8c2b8abcb7b63c6b87e783aade8f916cc2ac6424e5e34d9e2a489d01b6ec8fd1,Anthracnose(102),Anthracnose (32).jpg,0,0.20000011930935874,0.19999994603941268,0.2000000543782807,0.19999996769184414,0.1999999125811037
29,ff9372bab07609f953cf6be2c245e37799272f1ec8a68337c6f803ad93b82ce3,Anthracnose(102),Anthracnose (33).jpg,0,0.20000006926329802,0.19999996857964067,0.20000003150777257,0.1999999813014976,0.19999994934779114
30,b546b24bfe5990f26917a5222f981caccf8d9ce4cdd5ee38b7942ccaa7ff9c04,Anthracnose(102),Anthracnose (34).jpg,0,0.20000006735933396,0.1999999695207809,0.2000000306916511,0.19999998176836822,0.19999995065986587
31,637e2a107e65d1fb2d6085f530a07490065d817d1f3fb6169b7879e36beb0ec5,Anthracnose(102),Anthracnose (35).jpg,4,0.19999993401248453,0.20000002968917782,0.19999996982463367,0.2000000179640394,0.20000004850966463
32,855e9426fd6d91ac21637554877003c2c11787d77125bf15a1242a7a05b0c621,Anthracnose(102),Anthracnose (36).jpg,0,0.2000001295724438,0.19999994141868924,0.20000005906945553,0.1999999648997476,0.1999999050396637
33,6633a1d0326882dda1027f430c744fd6c96d897de3e0e92a1e63c68ba851eaf7,Anthracnose(102),Anthracnose (37).jpg,0,0.20000010891596579,0.1999999507556473,0.2000000496513132,0.1999999704968112,0.19999992018026244
34,d3033583481d5ef2b835943a628bdd25ff3c0227931663e6220dc12d07e844f6,Anthracnose(102),Anthracnose (38).jpg,0,0.20000006903175693,0.19999996872684128,0.20000003142975947,0.1999999813385042,0.1999999494731381
35,300cecedb217cbabc4cfc1033533bfbc7cfc205d9e7006b9362d33121e991b76,Anthracnose(102),Anthracnose (39).jpg,0,0.20000009572613983,0.1999999567351186,0.2000000436488565,0.19999997406004646,0.19999992982983858
36,fde6ffdfd86c52e53fb52cb5fc24bdeaa20020806909cae2c7fa6129ea6b9e17,Anthracnose(102),Anthracnose (4).jpg,0,0.2000000249083418,0.199999988636108,0.2000000112891905,0.19999999331503976,0.19999998185131992
37,2590e251f3c970b2d1755f440da6a8f8106a2e492c60381d4fb8a2dcbb831cbf,Anthracnose(102),Anthracnose (40).jpg,4,0.19999996837116377,0.20000001423225802,0.1999999855376985,0.20000000860947356,0.20000002324940613
38,20ab23b74fa4051b438c072656c0419d9b64268fd753d1ccae03291e8e79ea93,Anthracnose(102),Anthracnose (41).jpg,0,0.20000001965166794,0.19999999100002758,0.20000000888470773,0.19999999474703667,0.19999998571656014
39,d53065c50881932945274b202986315c642d577e71f3481906fbf08a67bbcafe,Anthracnose(102),Anthracnose (42).jpg,4,0.19999992173014414,0.20000003529027774,0.19999996425637756,0.20000002126198543,0.20000005746121527
40,ada9ad9e1ff692d8d6292ff9fd6f756a1f23dfd9163fcbda45c277a80aa1e64c,Anthracnose(102),Anthracnose (43).jpg,0,0.20000003171526215,0.19999998562737784,0.20000001443671145,0.19999999142921074,0.19999997679143783
41,088c56602036bd5d2c12454a7904a27c36fd75e7ff9b937dd08b2af2ae239063,Anthracnose(102),Anthracnose (44).jpg,0,0.20000012734937905,0.19999994248563213,0.20000005809594895,0.19999996546436824,0.1999999066046717
42,743d97fecbfc390bda0cc15fced8621e25ce7139dcfd3c6fbac0df8baefeebd6,Anthracnose(102),Anthracnose (45).jpg,0,0.20000005763700612,0.19999997391902774,0.20000002626116772,0.19999998440041838,0.19999995778237994
43,288468bc4e55c95e275129f485ece832d7ff723f53bcedd69f62518941357831,Anthracnose(102),Anthracnose (46).JPG,4,0.1999997390451889,0.20000011791266048,0.1999998809919368,0.20000007073261977,0.20000019131759392
44,5254c94a9c32179394f97e92eab25511c20ab2bdbfd543d7c73e88f7b10de099,Anthracnose(102),Anthracnose (47).JPG,4,0.19999977146822515,0.20000010323090753,0.19999989575814237,0.2000000619633305,0.20000016757939434
45,30bccc1c2b82e759b7518ba3b503a2a3515ef2696ea721cd3b8a8d7dc819a442,Anthracnose(102),Anthracnose (48).JPG,4,0.19999982494836852,0.20000007910280365,0.19999992017153542,0.20000004744484146,0.20000012833245098
46,236f52ec7f2899536cd8efe6746fa54e68eeee76bfa9e04df7e96d285d57710f,Anthracnose(102),Anthracnose (49).jpg,4,0.19999998603447078,0.20000000624992023,0.199999993592374,0.20000000382257077,0.20000001030066422
47,cd262eccae38a1aa540bac534149af4c19d0af23b3c99699dcce5683e3775ae9,Anthracnose(102),Anthracnose (5).jpg,4,0.1999999452786596,0.20000002461469116,0.1999999749728195,0.20000001490021693,0.2000000402336127
48,04476335c3684d9f55a6650e20aefd425dbca23dc22311ab4272e3951d8491bc,Anthracnose(102),Anthracnose (50).jpg,4,0.19999997650150353,0.20000001052660635,0.19999998922498086,0.2000000064252185,0.2000000173216909
49,56bdf45b42927f63521317e54cfe65629a3bf646960a7127ffb592b9210c85ed,Anthracnose(102),Anthracnose (51).jpg,0,0.20000002838827025,0.19999998708483616,0.20000001288996924,0.19999999235910215,0.1999999792778222
50,7635ebbf32ccd0335b43954f9e4dc5c1311f3d7c37dae04c67ad186c3823a2d7,Anthracnose(102),Anthracnose (52).jpg,0,0.20000003518953763,0.19999998408303904,0.2000000160376193,0.19999999047203476,0.1999999742177693
51,947a448f80e13331a1ee9be1e87f13758d09df3223722889ce2cebf80ec7b315,Anthracnose(102),Anthracnose (53).jpg,4,0.19999994253087444,0.2000000259129342,0.1999999737563107,0.2000000156106637,0.20000004218921705
52,7a61aa4577d16a4a29822b7913e870b3f53ecf8008b895d6e758d6dbfeb45139,Anthracnose(102),Anthracnose (54).jpg,0,0.20000003091248467,0.1999999860019953,0.2000000140782734,0.19999999163972912,0.19999997736751762
53,048d20e31c78478c5d4935c178c5be56ed9fca5d4cdd14aa62397730bfde9a4d,Anthracnose(102),Anthracnose (55).jpg,0,0.20000001601426917,0.19999999269997504,0.20000000726215025,0.19999999569840898,0.19999998832519655
54,63ca46c5484394a464f4ae638813aa1b696a333fce518880aa7d5fd43f8553be,Anthracnose(102),Anthracnose (56).jpg,0,0.20000006740153092,0.19999996950224297,0.2000000307111761,0.19999998175654282,0.1999999506285072
55,329e461f725e88562b70a475d166e1f4cc0f56d93862dbef6c45310569d6a26f,Anthracnose(102),Anthracnose (57).jpg,4,0.19999988118313988,0.2000000535537667,0.19999994572775354,0.20000003228753663,0.2000000872478033
56,858ddddace8d89d438a7994cfecf0a112605e3c632ff57bfaef3a9ac3a96392d,Anthracnose(102),Anthracnose (58).jpg,4,0.19999999801634832,0.20000000080606486,0.1999999990372975,0.20000000059283177,0.2000000015474575
57,02d77159eb88650fc95f6fb8481963fcbc60f0cd00e0b73266f26aa6f4490b20,Anthracnose(102),Anthracnose (59).jpg,4,0.19999992831147517,0.20000003224089638,0.19999996720900337,0.20000001952410823,0.20000005271451687
58,0f37b8632b7a592b301bd52c402f0babf9f028e55c15eb8c65fb90c695843f31,Anthracnose(102),Anthracnose (6).jpg,4,0.19999996932052871,0.20000001377395693,0.19999998595162222,0.20000000836983228,0.2000000225840598
59,80fb9cd31bf8d4494ef633dd7ac94315e68687f8d8e1d57a2abd620681d7c1a6,Anthracnose(102),Anthracnose (60).jpg,0,0.2000000120338109,0.19999999451583256,0.20000000545815108,0.1999999967670121,0.19999999122519332
60,c8786037cedc3d54b680c225e4e9e4e4e50f4d64da8b4de5c472f6973d56ee88,Anthracnose(102),Anthracnose (61).jpg,4,0.19999996467137754,0.2000000159182271,0.19999998385957357,0.20000000960354108,0.20000002594728064
61,1979fdd620149662e138309d1a7534b89fcbdafb9794c896b2b3edd450ba1574,Anthracnose(102),Anthracnose (62).jpg,4,0.19999994061779852,0.2000000267472744,0.19999997286442664,0.20000001614746446,0.20000004362303583
62,8daf374a6e4d0720d526b87ec463cb75037a089cf2cf03680cab5c5806070233,Anthracnose(102),Anthracnose (63).jpg,4,0.19999991083052848,0.20000004013340728,0.19999995923282649,0.20000002426626493,0.2000000655369727
63,016ba6fd7140c39722b677cd6d9c19d1f001adcbc962332f9ce277313d19aadb,Anthracnose(102),Anthracnose (64).jpg,4,0.19999998679493192,0.20000000586715092,0.1999999939138376,0.2000000036403199,0.2000000097837596
64,07729db7d968fb22f04bc5ac15e706622e0dfd8d8dcea58f98d36c3bcfb5360f,Anthracnose(102),Anthracnose (65).jpg,4,0.19999991532718914,0.20000003814347053,0.19999996131055203,0.20000002302186462,0.20000006219692368
65,7002c41da85f268a8df9e7a1762f03cec55ff1bc43c609f8e6207436367f8158,Anthracnose(102),Anthracnose (66).jpg,0,0.20000005242821134,0.1999999762448584,0.20000002386782229,0.19999998582939374,0.1999999616297141
66,8b193aeb4ea2c531b6b27440b4ae5ac0ca28d2e16998fd98ab752dabc1ba8ceb,Anthracnose(102),Anthracnose (67).jpg,4,0.19999989252426956,0.20000004841398294,0.19999995088993314,0.2000000292226388,0.2000000789491756
67,92f8dec851d91edada97e120ff318415d9ff074112349e92a118b58e9b253217,Anthracnose(102),Anthracnose (68).jpg,0,0.20000008759752014,0.19999996032283576,0.20000003988687232,0.19999997631527575,0.19999993587749593
68,2531ddabdba6239b763e272144cca88e3c1de17c988216e5514ba88f1942cce8,Anthracnose(102),Anthracnose (69).jpg,4,0.1999998842611678,0.20000005218407937,0.1999999471451002,0.20000003144036083,0.20000008496929192
69,38558e97e074a5a65636e6f9a74affeea806bcf09eac02ea247e76efe0ec3b43,Anthracnose(102),Anthracnose (7).jpg,0,0.20000008285249857,0.19999996243727966,0.20000003770377764,0.19999997761930197,0.19999993938714222
70,3ef013d5f0debd3c0009d499042afdfccddd172f2f3d546673ea68e2fd2e2b67,Anthracnose(102),Anthracnose (70).jpg,4,0.19999996937978154,0.2000000137562161,0.19999998598462093,0.20000000834854653,0.20000002253083488
71,2da6cee7ddfb4df7e13f8023996282d0674cc97a82266b79363b2fb350669039,Anthracnose(102),Anthracnose (71).jpg,4,0.19999990962395517,0.20000004070503094,0.1999999586996205,0.20000002457724114,0.20000006639415227
72,bc719ad565e44939b9132f900527f7ee569ec60cfc17934216f6e54dd0072b5e,Anthracnose(102),Anthracnose (72).jpg,0,0.20000007992063043,0.1999999637868005,0.20000003638272942,0.1999999783992302,0.19999994151060957
73,2858207fd6d9594cb1591ab9b20552e7160aa85c23d2ec1c45862a9b2bdeb196,Anthracnose(102),Anthracnose (73).jpg,4,0.19999999007274544,0.20000000435206855,0.19999999538678356,0.20000000277257476,0.20000000741582774
74,5b9d6f4568ebbc04e61f72cc08f8544c7e6d4d2071890f18bdca40b37f44cbc4,Anthracnose(102),Anthracnose (74).jpg,4,0.19999998014538534,0.20000000880377955,0.19999999083754594,0.20000000548410055,0.20000001472918855
75,8b882053c72fc295ef9e426dfbeb193d8f2caf317a01bb71c76957aa22f46aee,Anthracnose(102),Anthracnose (75).jpg,4,0.19999997103573472,0.2000000129009154,0.19999998667085606,0.2000000079649886,0.20000002142750534
76,a2f6a97a093305d1550915573f4855505fc681212c5a9a71c317c85da30b8162,Anthracnose(102),Anthracnose (76).jpg,4,0.19999995874811444,0.2000000185166981,0.19999998110807404,0.20000001125674138,0.20000003037037198
77,bfdd8450c1d8abe464a06e9d5ebda7254472166b3158ea5e3e7f4a7fd7155699,Anthracnose(102),Anthracnose (77).jpg,0,0.2000000702097726,0.19999996818848406,0.2000000319628804,0.19999998102265396,0.1999999486162089
78,973ddf619d81b1afbe19055b63fc686f960d76d7e303ca7f543fad3183261198,Anthracnose(102),Anthracnose (78).jpg,4,0.19999994413550756,0.20000002513440993,0.19999997445355489,0.20000001520818367,0.20000004106834393
79,cb3a47e744eb9bafad547c5875d6d98a02c241fd457c7c946c3f20e45284ad2e,Anthracnose(102),Anthracnose (79).jpg,0,0.20000003601753294,0.19999998364618946,0.20000001637470027,0.1999999902857208,0.19999997367585645
80,eb6a5f2204b981afd6508cebc29134f10a54a6500caea2c65df24d7397c588c0,Anthracnose(102),Anthracnose (8).jpg,4,0.19999997441743406,0.20000001145607438,0.19999998826652576,0.20000000699732456,0.2000000188626411
81,a01a9e9a233523ae14d183bdf3764c3e0ccfbab8c44ead132f24782452c58286,Anthracnose(102),Anthracnose (80).jpg,0,0.2000000940031102,0.1999999574463926,0.20000004281955544,0.19999997456788948,0.1999999311630522
82,53b45a4e974e864151010bcd544dedf0a3e82773a9c9f18ae0d6b0a1a6082cd6,Anthracnose(102),Anthracnose (81).jpg,4,0.19999989441510158,0.20000004759302042,0.19999995177383548,0.20000002868986552,0.20000007752817708
83,ca89f85e2b4dca162df0ac5f41c709c97b911bd20d085e2daffced760c608a6a,Anthracnose(102),Anthracnose (82).jpg,0,0.20000003218392418,0.1999999853090899,0.20000001458172556,0.19999999136719243,0.19999997655806798
84,d914801a983fa90a2f052795c9b82ff373000317da2f1ff3b18b84b80ea7cc52,Anthracnose(102),Anthracnose (83).jpg,0,0.2000000227785026,0.19999998960687307,0.20000001032342293,0.19999999388748282,0.19999998340371863
85,a593910c96e80e9cbaff3ed8b8a97207be01ba860c9028cd208632aeaf61272c,Anthracnose(102),Anthracnose (84).jpg,0,0.20000008660613325,0.19999996075700036,0.20000003942589806,0.19999997659257404,0.19999993661839424
86,aeba464259d7ae528fef09eaabd5736ae27beb90f23e3fd420e25130cd6a6213,Anthracnose(102),Anthracnose (85).jpg,0,0.20000007886103646,0.19999996427874514,0.20000003590791224,0.19999997867811423,0.1999999422741919
87,25eca3ec50191a7872ec3c597ebcf0c3e24564be82e88f2c03a510db5bc4b9c3,Anthracnose(102),Anthracnose (86).jpg,4,0.19999995856020072,0.20000001856002497,0.1999999809955959,0.2000000113330299,0.2000000305511485
88,667bd286fc83ca608fd691e2a6efb38550d5e5919d26d032f981c63834a0f7d2,Anthracnose(102),Anthracnose (87).jpg,0,0.20000001656229993,0.19999999241863214,0.20000000749038116,0.1999999955705833,0.19999998795810356
89,843587f031469f61a1910a637fc1064de079a62eab4405b5ee157bebf76b6cd9,Anthracnose(102),Anthracnose (88).jpg,4,0.19999996204473575,0.20000001701903286,0.1999999826062284,0.20000001036805937,0.20000002796194374
90,31070ff0506dbf74df3cd6a0e3cd5d36315a9925bd4f8db2dcb6183ff16739fd,Anthracnose(102),Anthracnose (89).jpg,4,0.19999985152538197,0.20000006693598602,0.1999999321903317,0.20000004033775362,0.2000001090105467
91,02d266bb26f021470c32032d8bb250b3505de67b300b618370a0ede3f3dd0751,Anthracnose(102),Anthracnose (9).jpg,4,0.1999999732370078,0.20000001198049314,0.19999998772243444,0.2000000073228084,0.2000000197372562
92,6261a30632cd26d65c619d51e48bc568cc0e25763c74a098b94528b00176ed8e,Anthracnose(102),Anthracnose (90).jpg,4,0.1999999469342933,0.20000002388268395,0.19999997573821116,0.20000001444166826,0.20000003900314337
93,40ead8c4ecf9efea4dd351c1c2debfeb63a3658bb7f1682e6a210615fa225fd8,Anthracnose(102),Anthracnose (91).jpg,0,0.20000013894597718,0.1999999371447555,0.2000000633193683,0.19999996238245127,0.19999989820744787
94,f605a8032c6398efc8a327a178cb14de1da5db37dea9132f4523c723e4020b3b,Anthracnose(102),Anthracnose (92).jpg,0,0.20000015174777452,0.1999999314008852,0.200000069183961,0.19999995888799915,0.1999998887793801
95,aef1ec1b5a1dd5c6ab9ac099e04fb71a7afeac149427c1d3a9c99726bdefdc7d,Anthracnose(102),Anthracnose (93).jpg,0,0.20000022053218394,0.1999999003696811,0.20000010058434298,0.19999994021346287,0.19999983830032897
96,c1374f61d77b18a22f54e02106734c0c6788ddb35ed4a3fee171a4ceeb925a2f,Anthracnose(102),Anthracnose (94).jpg,0,0.20000020132444157,0.19999990902035847,0.20000009180643094,0.19999994543711136,0.19999985241165763
97,19f83d896e15b814cb852db25a81343959504580b3e0675d34617f90cbd0b3e4,Anthracnose(102),Anthracnose (95).jpg,4,0.19999993483717948,0.20000002932124186,0.19999997020364013,0.20000001773748746,0.20000004790045103
98,0a18860068ccfd5e13d9bb32f2f599f139100adb8ad27892ec562f8ac243a43c,Anthracnose(102),Anthracnose (96).jpg,4,0.19999999551259087,0.20000000194936526,0.19999999790314726,0.20000000126407727,0.20000000337081933
99,40480a267715f281b8ae1820debe400e56970c7576b126bc0f520f28da0f7cb8,Anthracnose(102),Anthracnose (97).jpg,4,0.19999992763273708,0.20000003260177682,0.1999999669343009,0.20000001967490105,0.20000005315628405
100,ca98756896f96b4219f363667c1ab9b547aa0bc922602119f2c3649fdf279575,Anthracnose(102),Anthracnose (98).jpg,4,0.19999999119464792,0.20000000390564152,0.19999999593728598,0.20000000243131685,0.2000000065311078
101,75221d776e3f05dde6026f1d39799a0f33c8c0ab1696c0a4a68f1ea7c1829633,Anthracnose(102),Anthracnose (99).jpg,4,0.19999990974474877,0.20000004063400048,0.199999958744041,0.20000002455436847,0.20000006632284115
102,48ab046e600edf59372e25d8f307e1dce30e6e5b93cbc241e6c75f8be0ab5e93,Bacterial-Spot(752),Bacterial-Spot (1).jpg,0,0.20000010429338533,0.19999995287623637,0.20000004756367143,0.19999997173015469,0.19999992353655213
103,858299f30f991ef5860b3da40fb790c68d29350c4c3dfb24830ae8ada54fae9c,Bacterial-Spot(752),Bacterial-Spot (10).jpg,0,0.20000009172243643,0.19999995850303368,0.20000004179628092,0.19999997517012932,0.19999993280811967
104,6c0514015e7c366e4a5a06bf4ca64368927b6eb04832265c38d3dea033bdb1e6,Bacterial-Spot(752),Bacterial-Spot (100).jpg,0,0.20000014746124806,0.19999993336852043,0.20000006724872751,0.19999996003072482,0.1999998918907793
105,4097d0f7327d52a3240ee4197c70ab6a6d59809e2a208105adf30c32a0ea0f1e,Bacterial-Spot(752),Bacterial-Spot (101).jpg,0,0.2000000945576734,0.19999995723393116,0.20000004309704678,0.19999997439441564,0.19999993071693298
106,52466e9a00a693918eac5c6fdb17f480ec48d7f107751af820c67fd51ffeaf78,Bacterial-Spot(752),Bacterial-Spot (102).jpg,0,0.2000001023941984,0.199999953677247,0.20000004666070212,0.1999999722798791,0.19999992498797334
107,907a60c0245a6215cd18655d3f58071d11fd0eb0ee792f30cf61dad536efe702,Bacterial-Spot(752),Bacterial-Spot (103).jpg,4,0.19999999593176582,0.20000000177307492,0.19999999810283572,0.20000000114268995,0.2000000030496336
108,e5c1a3a698182772be3ac4147f1ad4b6d87e22aa7397a31df25bf7a786421a2d,Bacterial-Spot(752),Bacterial-Spot (104).jpg,0,0.20000003019966162,0.199999986242306,0.20000001370053996,0.19999999188293316,0.1999999779745593
109,f5e89e8a029a6957f03c62fadb84d0722a90f0af05332d5175e7ec897d2b78b7,Bacterial-Spot(752),Bacterial-Spot (105).jpg,4,0.19999996824751834,0.20000001422849334,0.19999998544283498,0.20000000867938794,0.2000000234017654
110,deadbba5b224bdfb24df640ab8dbdcc6c0f2b8b629cf69135824ee12333bcdd5,Bacterial-Spot(752),Bacterial-Spot (106).jpg,4,0.19999987194002966,0.20000005776384366,0.19999994153401887,0.2000000347723093,0.20000009398979846
111,f6ad3b65ec33d933b1bb54cdc62e5d74aab850783ca9fc4772d2bc6707ca506e,Bacterial-Spot(752),Bacterial-Spot (107).jpg,4,0.1999999994999904,0.20000000014393682,0.1999999997192803,0.20000000018584266,0.2000000004509497
112,325014be21cc74fe21b625624314ac694aaea73561f39e18636ffc7ce15a0919,Bacterial-Spot(752),Bacterial-Spot (108).jpg,0,0.20000002531238623,0.19999998846597086,0.20000001148144922,0.1999999931980351,0.19999998154215856
113,0bb310b669349a82aac67ad3d1930eb2df3a382eabb93689a6235bd4c078dcd8,Bacterial-Spot(752),Bacterial-Spot (109).jpg,0,0.2000000237407727,0.19999998922242268,0.2000000107945971,0.19999999359568502,0.1999999826465225
114,15bd56e611da5a8061772fcce85203b6d5273f50d2bd786583dc7955c21a4a04,Bacterial-Spot(752),Bacterial-Spot (11).jpg,0,0.20000017431605263,0.1999999212172803,0.2000000794849773,0.19999995276188484,0.19999987221980486
115,0c234eb7e69c4981dcca060bbb41e1f296bb4e21e11946cb14818442a3ae5424,Bacterial-Spot(752),Bacterial-Spot (110).jpg,0,0.20000003855762083,0.19999998251313494,0.20000001754254831,0.19999998958823334,0.19999997179846266
116,6bb18d66df9445e928aea45a3ffc359b84f64211425fd6cb3297c1d5e0a2e525,Bacterial-Spot(752),Bacterial-Spot (111).jpg,0,0.20000002560469632,0.1999999884024783,0.20000001165893783,0.19999999307686506,0.19999998125702254
117,d2e0509f425af8f13c9d018be481ddcc15d034fd1e25e3df24acf9d77451ecef,Bacterial-Spot(752),Bacterial-Spot (112).jpg,0,0.2000000470563641,0.19999997870752828,0.20000002144062834,0.19999998726354243,0.19999996553193683
118,aa1a1cb5f11e0ebdc5e15da320b3153aa5e5e50d36fe836dea9d696c85d55bc9,Bacterial-Spot(752),Bacterial-Spot (113).jpg,0,0.20000003365346974,0.19999998471302113,0.2000000152956501,0.19999999092726167,0.19999997541059744
119,8f4674bb8ddd82b3f1691b1c4ac497ad12d5928da750ac9d37ef697c58ee736f,Bacterial-Spot(752),Bacterial-Spot (114).jpg,0,0.20000009883717793,0.1999999553186662,0.2000000450605345,0.19999997322315913,0.19999992756046225
120,bd1eb56995967cc2fd0d05a0c992dbea937e1eb8e30144f7467ff2fbea8ac357,Bacterial-Spot(752),Bacterial-Spot (115).jpg,0,0.20000009233093094,0.19999995823893035,0.20000004208075478,0.19999997499858652,0.19999993235079735
