feature_row,source_id,class_label,hard_label,entropy,membership_0,membership_1,membership_2,membership_3,membership_4
11,c6a52e79d8dcf8418e820334987c61fa30b74f8e443d9ce7de6b6e2a8d67b521,Anthracnose(102),4,0.9999999999999875,0.19999997719529672,0.19999997226669325,0.19999995887461444,0.20000002988132606,0.20000006178206953
12,7db30e7a704366f44641e124b4052c8d47295a96fbc19f437249f90714b2c0d5,Anthracnose(102),4,0.9999999999999881,0.1999999778798521,0.19999997309933557,0.19999996011517315,0.20000002897971206,0.20000005992592707
13,2cb6a7b46210b7b9362b49c03e03b521e06058a615bee11dad4631686f2f43c0,Anthracnose(102),4,0.9999999999999921,0.1999999821455291,0.19999997828829852,0.19999996780093832,0.2000000233958904,0.20000004836934362
14,46b56510d1634f55da4625ff12d15fd342cd90b0e524fc58b42f790ff3f734ce,Anthracnose(102),4,0.9999999999999745,0.19999996704326545,0.19999995992178743,0.1999999405652539,0.20000004318506528,0.20000008928462792
15,6943ab94dac5431b78c31b826203c3fb49b82e2d99f383935f2804fb69bc9d3e,Anthracnose(102),4,0.9999999999999863,0.1999999761799324,0.1999999710317218,0.19999995705049006,0.20000003120640097,0.20000006453145489
16,c8657185ea469ecd1112d617e67b58d06b60ae28da226daa1f7b7b0f27b3cd38,Anthracnose(102),4,0.9999999999999988,0.19999999500355337,0.1999999939193949,0.1999999910109154,0.20000000652958214,0.20000001353655406
17,4c2b44f3e3130972dad56d12bf4c65bfddfe70f94e120e268109d1b0ad97437f,Anthracnose(102),4,0.9999999999999808,0.1999999715841488,0.19999996544658047,0.1999999487419671,0.20000003724498427,0.20000007698231925
18,3f7812fb258535235edd6c60f77da30efe62efc24ac972e0a3f842ca1220424d,Anthracnose(102),4,0.9999999999999746,0.19999996715999824,0.19999996006846407,0.19999994076030148,0.20000004304498709,0.200000088966249
19,526fd33e4b2ea5317eab207b64b358fb75925782ebac10fe639c35e4d6f8cb6d,Anthracnose(102),4,0.99999999999998,0.19999997100160918,0.19999996473922682,0.19999994768809307,0.2000000380110908,0.20000007855998012
20,1603d84c9698fb404321601923cdfa49348e52d3127dea0fc9cb323156dd43e5,Anthracnose(102),4,0.9999999999999793,0.19999997050259408,0.19999996413321394,0.19999994679561583,0.2000000386594099,0.2000000799091662
21,23267d001bb4a99631f67e346cd47ba951e215063368aece482c982e3a395686,Anthracnose(102),4,0.999999999999975,0.19999996734085643,0.19999996028872646,0.19999994108712124,0.20000004280755843,0.20000008847573747
22,6b1a65bb153f42171dda7e15979b6558a67e6c1c17b8bb62233a876beff828f2,Anthracnose(102),4,0.9999999999999801,0.19999997103455744,0.19999996477474014,0.19999994776793967,0.20000003795123875,0.20000007847152398
23,01e291f8b62ce05388421f18ea31d1b500449970622347a63731caa7aa45ef5d,Anthracnose(102),4,0.9999999999999982,0.1999999931167275,0.19999999162668056,0.19999998759751839,0.20000000901058115,0.20000001864849243
24,3fd350dd6a779747d6b949ab04631bac51bda24b29c569b920a3b6153e591c9d,Anthracnose(102),4,0.9999999999999899,0.1999999797282519,0.19999997534768132,0.19999996344585383,0.20000002655989518,0.20000005491831788
25,dddbba7d6bb902b9b68f634ba95e2f5a769fada859ee665818e31341d015efa0,Anthracnose(102),2,0.9999999999999949,0.2000000137129328,0.2000000166718106,0.2000000247682786,0.1999999820009321,0.19999996284604582
26,e4f3dea2556bf0d86ee01610a31409547e087f3c9bc9e2c83b1ea8bc7559541e,Anthracnose(102),2,0.9999999999999937,0.200000015742209,0.2000000191388527,0.2000000284229479,0.19999997934552446,0.1999999573504659
27,dc0d5ee594b0e487eb50870c4323a05a8f17acb1fb8a3b7b114849203ef2176c,Anthracnose(102),4,0.9999999999999865,0.1999999764228032,0.1999999713296204,0.19999995748536067,0.20000003089107862,0.200000063871137
28,8c2b8abcb7b63c6b87e783aade8f916cc2ac6424e5e34d9e2a489d01b6ec8fd1,Anthracnose(102),2,0.999999999999995,0.20000001380188814,0.20000001677706333,0.20000002490992197,0.19999998189821397,0.19999996261291259
29,ff9372bab07609f953cf6be2c245e37799272f1ec8a68337c6f803ad93b82ce3,Anthracnose(102),2,0.9999999999999979,0.20000000793010156,0.20000000964086567,0.20000001432413445,0.1999999895905889,0.19999997851430942
30,b546b24bfe5990f26917a5222f981caccf8d9ce4cdd5ee38b7942ccaa7ff9c04,Anthracnose(102),4,0.9999999999999769,0.19999996880406795,0.19999996206268092,0.1999999437402755,0.20000004087804682,0.20000008451492887
31,637e2a107e65d1fb2d6085f530a07490065d817d1f3fb6169b7879e36beb0ec5,Anthracnose(102),4,0.9999999999999993,0.19999999966623144,0.19999999959301776,0.19999999941998958,0.20000000042026117,0.20000000090050005
32,855e9426fd6d91ac21637554877003c2c11787d77125bf15a1242a7a05b0c621,Anthracnose(102),4,0.9999999999999989,0.19999999617773515,0.19999999534785592,0.19999999311276662,0.20000000500317391,0.20000001035846826
33,6633a1d0326882dda1027f430c744fd6c96d897de3e0e92a1e63c68ba851eaf7,Anthracnose(102),2,0.999999999999988,0.20000002219274166,0.2000000269819608,0.20000004004317798,0.1999999709025872,0.1999999398795323
34,d3033583481d5ef2b835943a628bdd25ff3c0227931663e6220dc12d07e844f6,Anthracnose(102),2,0.9999999999999686,0.20000003664809748,0.20000004456272558,0.20000006613456142,0.1999999519440905,0.19999990071052506
35,300cecedb217cbabc4cfc1033533bfbc7cfc205d9e7006b9362d33121e991b76,Anthracnose(102),2,0.9999999999999982,0.20000000737534146,0.20000000896438694,0.20000001331100256,0.19999999032688504,0.19999998002238403
36,fde6ffdfd86c52e53fb52cb5fc24bdeaa20020806909cae2c7fa6129ea6b9e17,Anthracnose(102),4,0.9999999999999789,0.19999997024239313,0.19999996380967633,0.1999999463431838,0.2000000389859674,0.20000008061877933
37,2590e251f3c970b2d1755f440da6a8f8106a2e492c60381d4fb8a2dcbb831cbf,Anthracnose(102),2,0.9999999999999813,0.2000000279499016,0.20000003398325483,0.20000005043598584,0.19999996335079337,0.19999992428006447
38,20ab23b74fa4051b438c072656c0419d9b64268fd753d1ccae03291e8e79ea93,Anthracnose(102),4,0.9999999999999916,0.1999999815308003,0.19999997753900847,0.1999999667085924,0.20000002418853952,0.20000005003305935
39,d53065c50881932945274b202986315c642d577e71f3481906fbf08a67bbcafe,Anthracnose(102),4,0.9999999999999556,0.19999995635775175,0.19999994693114567,0.19999992128893251,0.2000000571922255,0.20000011822994457
40,ada9ad9e1ff692d8d6292ff9fd6f756a1f23dfd9163fcbda45c277a80aa1e64c,Anthracnose(102),2,0.9999999999999774,0.20000003092579166,0.20000003760202464,0.20000005580188476,0.19999995945193366,0.19999991621836527
41,088c56602036bd5d2c12454a7904a27c36fd75e7ff9b937dd08b2af2ae239063,Anthracnose(102),2,0.9999999999999117,0.20000006177801513,0.2000000751191254,0.20000011145121105,0.1999999190165337,0.1999998326351146
42,743d97fecbfc390bda0cc15fced8621e25ce7139dcfd3c6fbac0df8baefeebd6,Anthracnose(102),4,0.9999999999999863,0.19999997607429312,0.1999999709027146,0.19999995684881552,0.20000003135330166,0.20000006482087515
43,288468bc4e55c95e275129f485ece832d7ff723f53bcedd69f62518941357831,Anthracnose(102),4,0.9999999999999396,0.1999999489993312,0.19999993798952553,0.19999990799183123,0.20000006685641997,0.20000013816289205
44,5254c94a9c32179394f97e92eab25511c20ab2bdbfd543d7c73e88f7b10de099,Anthracnose(102),4,0.9999999999999835,0.19999997373781592,0.19999996807598425,0.1999999526113246,0.20000003443633355,0.20000007113854168
45,30bccc1c2b82e759b7518ba3b503a2a3515ef2696ea721cd3b8a8d7dc819a442,Anthracnose(102),4,0.9999999999999796,0.19999997069308095,0.19999996436547732,0.19999994712864402,0.20000003841801123,0.20000007939478653
46,236f52ec7f2899536cd8efe6746fa54e68eeee76bfa9e04df7e96d285d57710f,Anthracnose(102),4,0.9999999999999992,0.19999999733664525,0.1999999967602737,0.19999999521236647,0.2000000034778409,0.20000000721287362
47,cd262eccae38a1aa540bac534149af4c19d0af23b3c99699dcce5683e3775ae9,Anthracnose(102),4,0.999999999999983,0.19999997328228664,0.19999996751047672,0.19999995182231986,0.20000003500579394,0.20000007237912282
48,04476335c3684d9f55a6650e20aefd425dbca23dc22311ab4272e3951d8491bc,Anthracnose(102),2,0.9999999999999888,0.20000002141024129,0.20000002603367423,0.20000003864401045,0.1999999719193927,0.1999999419926814
49,56bdf45b42927f63521317e54cfe65629a3bf646960a7127ffb592b9210c85ed,Anthracnose(102),2,0.9999999999999812,0.20000002815687637,0.2000000342361032,0.20000005081729127,0.1999999630736357,0.19999992371609354
50,7635ebbf32ccd0335b43954f9e4dc5c1311f3d7c37dae04c67ad186c3823a2d7,Anthracnose(102),4,0.9999999999999988,0.19999999564128673,0.19999999469599208,0.19999999216046008,0.200000005694571,0.2000000118076902
51,947a448f80e13331a1ee9be1e87f13758d09df3223722889ce2cebf80ec7b315,Anthracnose(102),4,0.9999999999999766,0.19999996843011988,0.1999999616102827,0.19999994306266064,0.20000004137103447,0.20000008552590237
52,7a61aa4577d16a4a29822b7913e870b3f53ecf8008b895d6e758d6dbfeb45139,Anthracnose(102),2,0.9999999999999943,0.20000001465611092,0.2000000178228965,0.20000002645705378,0.19999998077526288,0.1999999602886759
53,048d20e31c78478c5d4935c178c5be56ed9fca5d4cdd14aa62397730bfde9a4d,Anthracnose(102),4,0.9999999999999876,0.199999977338809,0.19999997244250173,0.19999995913997354,0.20000002968851163,0.20000006139020413
54,63ca46c5484394a464f4ae638813aa1b696a333fce518880aa7d5fd43f8553be,Anthracnose(102),2,0.9999999999999054,0.20000006397249165,0.2000000777890327,0.20000011541415338,0.19999991613708762,0.19999982668723465
55,329e461f725e88562b70a475d166e1f4cc0f56d93862dbef6c45310569d6a26f,Anthracnose(102),4,0.9999999999999925,0.19999998267471444,0.1999999789343556,0.1999999687705655,0.20000002269123,0.2000000469291345
56,858ddddace8d89d438a7994cfecf0a112605e3c632ff57bfaef3a9ac3a96392d,Anthracnose(102),4,0.9999999999999812,0.1999999719501792,0.19999996588722124,0.1999999494257948,0.20000003674616557,0.20000007599063918
57,02d77159eb88650fc95f6fb8481963fcbc60f0cd00e0b73266f26aa6f4490b20,Anthracnose(102),4,0.9999999999999942,0.19999998503942676,0.1999999818090253,0.19999997303679612,0.200000019591124,0.20000004052362777
58,0f37b8632b7a592b301bd52c402f0babf9f028e55c15eb8c65fb90c695843f31,Anthracnose(102),4,0.9999999999999919,0.1999999820881392,0.1999999782172657,0.19999996770101075,0.20000002346809148,0.2000000485254928
59,80fb9cd31bf8d4494ef633dd7ac94315e68687f8d8e1d57a2abd620681d7c1a6,Anthracnose(102),4,0.9999999999999836,0.1999999737980633,0.1999999681361078,0.19999995275519472,0.20000003432754002,0.20000007098309422
60,c8786037cedc3d54b680c225e4e9e4e4e50f4d64da8b4de5c472f6973d56ee88,Anthracnose(102),4,0.999999999999991,0.19999998098889485,0.19999997688189958,0.1999999657223903,0.20000002490588525,0.20000005150092992
61,1979fdd620149662e138309d1a7534b89fcbdafb9794c896b2b3edd450ba1574,Anthracnose(102),4,0.9999999999999676,0.19999996283510899,0.1999999548065708,0.19999993296784407,0.20000004870614518,0.2000001006843309
62,8daf374a6e4d0720d526b87ec463cb75037a089cf2cf03680cab5c5806070233,Anthracnose(102),4,0.9999999999999737,0.19999996650475654,0.19999995926952166,0.19999993958956214,0.2000000438947423,0.20000009074141734
63,016ba6fd7140c39722b677cd6d9c19d1f001adcbc962332f9ce277313d19aadb,Anthracnose(102),2,0.9999999999999869,0.20000002345414716,0.20000002852002174,0.20000004232875918,0.1999999692422738,0.1999999364547981
64,07729db7d968fb22f04bc5ac15e706622e0dfd8d8dcea58f98d36c3bcfb5360f,Anthracnose(102),2,0.9999999999999984,0.20000000647679972,0.2000000078775654,0.20000001170529552,0.19999999149416062,0.19999998244617878
65,7002c41da85f268a8df9e7a1762f03cec55ff1bc43c609f8e6207436367f8158,Anthracnose(102),2,0.9999999999999061,0.20000006371072795,0.20000007747202908,0.2000001149480863,0.1999999164757608,0.1999998273933958
66,8b193aeb4ea2c531b6b27440b4ae5ac0ca28d2e16998fd98ab752dabc1ba8ceb,Anthracnose(102),4,0.9999999999999919,0.19999998185336454,0.19999997793467944,0.1999999672866531,0.20000002376937948,0.20000004915592354
67,92f8dec851d91edada97e120ff318415d9ff074112349e92a118b58e9b253217,Anthracnose(102),4,0.9999999999999765,0.1999999684098569,0.19999996158566882,0.1999999430221829,0.20000004140062538,0.20000008558166593
68,2531ddabdba6239b763e272144cca88e3c1de17c988216e5514ba88f1942cce8,Anthracnose(102),4,0.9999999999999961,0.19999998817172973,0.19999998562164276,0.19999997867717595,0.2000000154939364,0.2000000320355152
69,38558e97e074a5a65636e6f9a74affeea806bcf09eac02ea247e76efe0ec3b43,Anthracnose(102),4,0.9999999999999852,0.19999997511332568,0.19999996973540143,0.19999995511654384,0.20000003261221397,0.2000000674225151
70,3ef013d5f0debd3c0009d499042afdfccddd172f2f3d546673ea68e2fd2e2b67,Anthracnose(102),4,0.999999999999997,0.19999998967008958,0.19999998743715183,0.1999999813860027,0.200000013524054,0.2000000279827019
71,2da6cee7ddfb4df7e13f8023996282d0674cc97a82266b79363b2fb350669039,Anthracnose(102),4,0.9999999999999971,0.1999999902431211,0.1999999881385712,0.19999998241963843,0.2000000127739567,0.20000002642471257
72,bc719ad565e44939b9132f900527f7ee569ec60cfc17934216f6e54dd0072b5e,Anthracnose(102),2,0.9999999999998789,0.20000007242671056,0.2000000880715967,0.20000013067377231,0.1999999050492567,0.19999980377866383
73,2858207fd6d9594cb1591ab9b20552e7160aa85c23d2ec1c45862a9b2bdeb196,Anthracnose(102),2,0.9999999999999984,0.20000000597441223,0.20000000726325773,0.20000001079694082,0.19999999215358316,0.199999983811806
74,5b9d6f4568ebbc04e61f72cc08f8544c7e6d4d2071890f18bdca40b37f44cbc4,Anthracnose(102),4,0.999999999999972,0.19999996553364596,0.19999995808679205,0.19999993784408987,0.20000004516236858,0.20000009337310357
75,8b882053c72fc295ef9e426dfbeb193d8f2caf317a01bb71c76957aa22f46aee,Anthracnose(102),4,0.9999999999999973,0.19999999087416362,0.1999999889015381,0.19999998356367693,0.2000000119415319,0.2000000247190895
76,a2f6a97a093305d1550915573f4855505fc681212c5a9a71c317c85da30b8162,Anthracnose(102),4,0.9999999999999909,0.19999998078602424,0.19999997663831737,0.19999996535650041,0.20000002517239313,0.20000005204676477
77,bfdd8450c1d8abe464a06e9d5ebda7254472166b3158ea5e3e7f4a7fd7155699,Anthracnose(102),4,0.9999999999999973,0.199999990953733,0.19999998899483523,0.1999999837048028,0.20000001183835361,0.2000000245082753
78,973ddf619d81b1afbe19055b63fc686f960d76d7e303ca7f543fad3183261198,Anthracnose(102),4,0.9999999999999791,0.19999997034288175,0.19999996393598382,0.19999994651067154,0.2000000388656951,0.2000000803447678
79,cb3a47e744eb9bafad547c5875d6d98a02c241fd457c7c946c3f20e45284ad2e,Anthracnose(102),2,0.9999999999999919,0.20000001798838085,0.2000000218699346,0.2000000324748071,0.19999997640130954,0.19999995126556785
80,eb6a5f2204b981afd6508cebc29134f10a54a6500caea2c65df24d7397c588c0,Anthracnose(102),4,0.9999999999999678,0.1999999629684898,0.1999999549674039,0.19999993320945328,0.20000004853026754,0.20000010032438562
81,a01a9e9a233523ae14d183bdf3764c3e0ccfbab8c44ead132f24782452c58286,Anthracnose(102),4,0.9999999999999765,0.1999999683998335,0.1999999615722982,0.19999994300865706,0.2000000414100101,0.2000000856092012
82,53b45a4e974e864151010bcd544dedf0a3e82773a9c9f18ae0d6b0a1a6082cd6,Anthracnose(102),2,0.9999999999999873,0.2000000228801935,0.2000000278265077,0.20000004129496005,0.19999996999430977,0.199999938004029
83,ca89f85e2b4dca162df0ac5f41c709c97b911bd20d085e2daffced760c608a6a,Anthracnose(102),4,0.9999999999999748,0.19999996727430447,0.19999996020496338,0.199999940979316,0.2000000428847826,0.20000008865663343
84,d914801a983fa90a2f052795c9b82ff373000317da2f1ff3b18b84b80ea7cc52,Anthracnose(102),4,0.9999999999999825,0.19999997299311478,0.1999999671576915,0.19999995129438689,0.20000003538943467,0.2000000731653722
85,a593910c96e80e9cbaff3ed8b8a97207be01ba860c9028cd208632aeaf61272c,Anthracnose(102),4,0.9999999999999745,0.19999996698262282,0.19999995984930863,0.19999994045393846,0.20000004326630094,0.2000000894478292
86,aeba464259d7ae528fef09eaabd5736ae27beb90f23e3fd420e25130cd6a6213,Anthracnose(102),4,0.9999999999999949,0.1999999860114715,0.19999998298381907,0.1999999747829784,0.20000001832113717,0.20000003790059384
87,25eca3ec50191a7872ec3c597ebcf0c3e24564be82e88f2c03a510db5bc4b9c3,Anthracnose(102),4,0.9999999999999947,0.19999998562667134,0.19999998252345433,0.19999997410907144,0.2000000188115095,0.20000003892929347
88,667bd286fc83ca608fd691e2a6efb38550d5e5919d26d032f981c63834a0f7d2,Anthracnose(102),2,0.9999999999999943,0.2000000149485243,0.2000000181779082,0.20000002699244626,0.19999998038577582,0.19999995949534544
89,843587f031469f61a1910a637fc1064de079a62eab4405b5ee157bebf76b6cd9,Anthracnose(102),4,0.9999999999999836,0.1999999738111074,0.19999996815231558,0.1999999527742992,0.20000003431390234,0.20000007094837538
90,31070ff0506dbf74df3cd6a0e3cd5d36315a9925bd4f8db2dcb6183ff16739fd,Anthracnose(102),4,0.9999999999999506,0.19999995394674974,0.1999999439996228,0.19999991693690689,0.20000006035464482,0.2000001247620758
91,02d266bb26f021470c32032d8bb250b3505de67b300b618370a0ede3f3dd0751,Anthracnose(102),2,0.9999999999999993,0.20000000188069764,0.2000000022837993,0.2000000034058383,0.19999999752403866,0.19999999490562598
92,6261a30632cd26d65c619d51e48bc568cc0e25763c74a098b94528b00176ed8e,Anthracnose(102),4,0.9999999999999687,0.19999996346514948,0.199999955571928,0.19999993410730674,0.20000004787789483,0.200000098977721
93,40ead8c4ecf9efea4dd351c1c2debfeb63a3658bb7f1682e6a210615fa225fd8,Anthracnose(102),2,0.9999999999998933,0.2000000679552249,0.20000008263015887,0.2000001225993821,0.19999991091576666,0.19999981589946747
94,f605a8032c6398efc8a327a178cb14de1da5db37dea9132f4523c723e4020b3b,Anthracnose(102),2,0.9999999999998875,0.20000006974071052,0.20000008480732914,0.20000012582217813,0.1999999085751901,0.19999981105459208
95,aef1ec1b5a1dd5c6ab9ac099e04fb71a7afeac149427c1d3a9c99726bdefdc7d,Anthracnose(102),2,0.9999999999999069,0.20000006341934326,0.20000007711214146,0.20000011441082238,0.1999999168654929,0.1999998281921999
96,c1374f61d77b18a22f54e02106734c0c6788ddb35ed4a3fee171a4ceeb925a2f,Anthracnose(102),2,0.9999999999999574,0.20000004274439534,0.20000005197145224,0.2000000771141171,0.1999999439660112,0.19999988420402404
97,19f83d896e15b814cb852db25a81343959504580b3e0675d34617f90cbd0b3e4,Anthracnose(102),4,0.9999999999999903,0.19999997994961435,0.1999999756162175,0.19999996386048877,0.20000002625781158,0.20000005431586787
98,0a18860068ccfd5e13d9bb32f2f599f139100adb8ad27892ec562f8ac243a43c,Anthracnose(102),4,0.9999999999999949,0.1999999858445678,0.19999998278435413,0.19999997448017084,0.20000001854194802,0.20000003834895927
99,40480a267715f281b8ae1820debe400e56970c7576b126bc0f520f28da0f7cb8,Anthracnose(102),4,0.999999999999976,0.19999996812193227,0.19999996123540967,0.19999994251101622,0.20000004177164463,0.2000000863599972
100,ca98756896f96b4219f363667c1ab9b547aa0bc922602119f2c3649fdf279575,Anthracnose(102),4,0.9999999999999841,0.19999997423769234,0.19999996867012126,0.19999995354847397,0.2000000337509821,0.20000006979273044
101,75221d776e3f05dde6026f1d39799a0f33c8c0ab1696c0a4a68f1ea7c1829633,Anthracnose(102),4,0.9999999999999823,0.1999999726621314,0.1999999667563849,0.1999999507136376,0.20000003581095704,0.20000007405688905
102,48ab046e600edf59372e25d8f307e1dce30e6e5b93cbc241e6c75f8be0ab5e93,Bacterial-Spot(752),4,0.9999999999999939,0.19999998469481575,0.1999999813843888,0.1999999724023064,0.20000002005156003,0.20000004146692896
103,858299f30f991ef5860b3da40fb790c68d29350c4c3dfb24830ae8ada54fae9c,Bacterial-Spot(752),2,0.9999999999999936,0.2000000160748792,0.20000001954322927,0.20000002901423503,0.1999999789162347,0.1999999564514217
104,6c0514015e7c366e4a5a06bf4ca64368927b6eb04832265c38d3dea033bdb1e6,Bacterial-Spot(752),2,0.9999999999999655,0.20000003839405378,0.20000004667986418,0.20000006927204259,0.1999999496636334,0.19999989599040607
105,4097d0f7327d52a3240ee4197c70ab6a6d59809e2a208105adf30c32a0ea0f1e,Bacterial-Spot(752),2,0.999999999999924,0.20000005726779993,0.2000000696355343,0.2000001033231412,0.19999992492236118,0.19999984485116337
106,52466e9a00a693918eac5c6fdb17f480ec48d7f107751af820c67fd51ffeaf78,Bacterial-Spot(752),2,0.9999999999998834,0.2000000710153682,0.20000008635128028,0.20000012812690532,0.19999990689903302,0.1999998076074132
107,907a60c0245a6215cd18655d3f58071d11fd0eb0ee792f30cf61dad536efe702,Bacterial-Spot(752),2,0.9999999999999728,0.2000000339653188,0.20000004130145596,0.2000000612814254,0.19999995547125896,0.1999999079805409
108,e5c1a3a698182772be3ac4147f1ad4b6d87e22aa7397a31df25bf7a786421a2d,Bacterial-Spot(752),2,0.9999999999999793,0.20000002955920668,0.20000003594284801,0.20000005334089827,0.19999996124051145,0.1999999199165356
109,f5e89e8a029a6957f03c62fadb84d0722a90f0af05332d5175e7ec897d2b78b7,Bacterial-Spot(752),2,0.9999999999999992,0.20000000301802806,0.20000000366863618,0.2000000054625923,0.19999999602972768,0.19999999182101585
110,deadbba5b224bdfb24df640ab8dbdcc6c0f2b8b629cf69135824ee12333bcdd5,Bacterial-Spot(752),2,0.9999999999999882,0.20000002184870747,0.20000002657230953,0.2000000394320585,0.19999997134803685,0.1999999407988876
111,f6ad3b65ec33d933b1bb54cdc62e5d74aab850783ca9fc4772d2bc6707ca506e,Bacterial-Spot(752),2,0.9999999999999584,0.20000004225328663,0.20000005138428778,0.20000007623767543,0.19999994460451423,0.19999988552023593
112,325014be21cc74fe21b625624314ac694aaea73561f39e18636ffc7ce15a0919,Bacterial-Spot(752),2,0.9999999999999938,0.20000001559692096,0.2000000189645888,0.2000000281511595,0.19999997954392168,0.1999999577434091
113,0bb310b669349a82aac67ad3d1930eb2df3a382eabb93689a6235bd4c078dcd8,Bacterial-Spot(752),2,0.999999999999895,0.20000006742736917,0.20000008199050015,0.2000001216464543,0.19999991160865174,0.19999981732702465
114,15bd56e611da5a8061772fcce85203b6d5273f50d2bd786583dc7955c21a4a04,Bacterial-Spot(752),4,0.9999999999999993,0.1999999967280943,0.19999999601699034,0.19999999410594235,0.20000000428150388,0.2000000088674693
115,0c234eb7e69c4981dcca060bbb41e1f296bb4e21e11946cb14818442a3ae5424,Bacterial-Spot(752),2,0.9999999999999879,0.20000002236711115,0.20000002719425486,0.20000004037328034,0.1999999706621036,0.19999993940325014
116,6bb18d66df9445e928aea45a3ffc359b84f64211425fd6cb3297c1d5e0a2e525,Bacterial-Spot(752),2,0.9999999999999358,0.2000000525450056,0.20000006389104352,0.20000009480154443,0.19999993111406403,0.19999985764834236
117,d2e0509f425af8f13c9d018be481ddcc15d034fd1e25e3df24acf9d77451ecef,Bacterial-Spot(752),2,0.999999999999982,0.20000002740250736,0.20000003331641414,0.20000004945103328,0.1999999640661034,0.19999992576394185
118,aa1a1cb5f11e0ebdc5e15da320b3153aa5e5e50d36fe836dea9d696c85d55bc9,Bacterial-Spot(752),2,0.9999999999999989,0.20000000522707692,0.20000000635167728,0.20000000945173965,0.19999999313029,0.19999998583921624
119,8f4674bb8ddd82b3f1691b1c4ac497ad12d5928da750ac9d37ef697c58ee736f,Bacterial-Spot(752),2,0.9999999999999369,0.20000005212686606,0.20000006338275528,0.20000009403893657,0.1999999316685839,0.19999985878285823
120,bd1eb56995967cc2fd0d05a0c992dbea937e1eb8e30144f7467ff2fbea8ac357,Bacterial-Spot(752),2,0.9999999999999694,0.20000003606286426,0.200000043848729,0.20000006507040263,0.19999995271719728,0.19999990230080683
121,cb78dff27c7cb5dbb1633e52f1c28d3aebe1f16b5bed6535619c1ae524191f40,Bacterial-Spot(752),2,0.9999999999999206,0.20000005851999245,0.20000007115708235,0.2000001055787743,0.1999999232832777,0.19999984146087318
122,6dfc577f199074011891af23a0fb219d634abfc86bb618faa56ee78c49e55f67,Bacterial-Spot(752),4,0.9999999999999982,0.19999999264387913,0.1999999910493652,0.19999998674843983,0.2000000096268808,0.2000000199314351
123,5b70c33067970db2c1e0ecb4782b04a3f37e9cacca404fe965b1fa28a6de9feb,Bacterial-Spot(752),2,0.9999999999999638,0.20000003926357912,0.20000004774690644,0.2000000708456161,0.19999994852204048,0.19999989362185788
124,259da5c39b0912d8f77d287d5ffb09773cb3182b26e647e6f688a670b1453f0e,Bacterial-Spot(752),4,0.9999999999999956,0.1999999873169967,0.19999998457555573,0.19999997713817394,0.20000001661066139,0.20000003435861233
125,6587ff6a6f79c156fbfceaf280d76aea71124b4b029a566805f70cbb75162c26,Bacterial-Spot(752),2,0.9999999999999927,0.2000000168346114,0.20000002046781917,0.20000003037102423,0.19999997793112534,0.19999995439541984
