feature_row,source_id,class_label,hard_label,entropy,membership_0,membership_1,membership_2,membership_3,membership_4,membership_5
19,526fd33e4b2ea5317eab207b64b358fb75925782ebac10fe639c35e4d6f8cb6d,Anthracnose(102),4,0.9999999999999787,0.16666664209823553,0.16666665963904392,0.16666662398385235,0.16666670522687024,0.16666674657192168,0.1666666224800761
20,1603d84c9698fb404321601923cdfa49348e52d3127dea0fc9cb323156dd43e5,Anthracnose(102),4,0.9999999999999779,0.16666664166993497,0.16666665950862677,0.1666666232569267,0.1666667058833818,0.16666674794533645,0.1666666217357934
21,23267d001bb4a99631f67e346cd47ba951e215063368aece482c982e3a395686,Anthracnose(102),4,0.9999999999999732,0.1666666389950892,0.1666666587491858,0.1666666185983986,0.16666671009228945,0.16666675665792585,0.16666661690711115
22,6b1a65bb153f42171dda7e15979b6558a67e6c1c17b8bb62233a876beff828f2,Anthracnose(102),4,0.9999999999999787,0.1666666421063624,0.16666665961157262,0.16666662405234375,0.16666670516186316,0.16666674648460125,0.16666662258325685
23,01e291f8b62ce05388421f18ea31d1b500449970622347a63731caa7aa45ef5d,Anthracnose(102),4,0.999999999999998,0.16666666082046475,0.16666666497259633,0.16666665654952814,0.16666667580427222,0.16666668563638093,0.1666666562167577
24,3fd350dd6a779747d6b949ab04631bac51bda24b29c569b920a3b6153e591c9d,Anthracnose(102),4,0.9999999999999892,0.16666664947746532,0.16666666172841732,0.16666663684357128,0.16666669360715655,0.16666672252742817,0.1666666358159613
25,dddbba7d6bb902b9b68f634ba95e2f5a769fada859ee665818e31341d015efa0,Anthracnose(102),5,0.9999999999999948,0.16666667825839443,0.1666666699434303,0.16666668688087016,0.16666664840190787,0.16666662888068295,0.16666668763471443
26,e4f3dea2556bf0d86ee01610a31409547e087f3c9bc9e2c83b1ea8bc7559541e,Anthracnose(102),5,0.9999999999999932,0.1666666799820881,0.16666667044285377,0.16666668986182878,0.1666666457090811,0.16666662329011417,0.1666666907140341
27,dc0d5ee594b0e487eb50870c4323a05a8f17acb1fb8a3b7b114849203ef2176c,Anthracnose(102),4,0.9999999999999857,0.16666664667604963,0.16666666092596957,0.16666663198062162,0.16666669800072675,0.16666673163396106,0.16666663078267124
28,8c2b8abcb7b63c6b87e783aade8f916cc2ac6424e5e34d9e2a489d01b6ec8fd1,Anthracnose(102),5,0.9999999999999947,0.16666667834635698,0.1666666699864377,0.1666666869933514,0.16666664830036912,0.16666662864075024,0.16666668773273458
29,ff9372bab07609f953cf6be2c245e37799272f1ec8a68337c6f803ad93b82ce3,Anthracnose(102),5,0.9999999999999977,0.1666666733691604,0.16666666855993603,0.16666667835720891,0.16666665610338682,0.1666666448155594,0.16666667879474845
30,b546b24bfe5990f26917a5222f981caccf8d9ce4cdd5ee38b7942ccaa7ff9c04,Anthracnose(102),4,0.9999999999999755,0.16666664021983893,0.1666666590766809,0.1666666207654112,0.16666670813164003,0.1666667526309398,0.16666661917548908
31,637e2a107e65d1fb2d6085f530a07490065d817d1f3fb6169b7879e36beb0ec5,Anthracnose(102),4,0.9999999999999991,0.1666666663654456,0.16666666655336923,0.16666666619705883,0.1666666670890319,0.16666666758563106,0.16666666620946327
32,855e9426fd6d91ac21637554877003c2c11787d77125bf15a1242a7a05b0c621,Anthracnose(102),4,0.999999999999999,0.16666666341846142,0.1666666657222903,0.1666666610484797,0.16666667173995015,0.16666667720341138,0.16666666086740714
33,6633a1d0326882dda1027f430c744fd6c96d897de3e0e92a1e63c68ba851eaf7,Anthracnose(102),5,0.9999999999999873,0.16666668545972815,0.1666666720279081,0.1666666993404427,0.16666663714685429,0.16666660551768758,0.1666667005073792
34,d3033583481d5ef2b835943a628bdd25ff3c0227931663e6220dc12d07e844f6,Anthracnose(102),5,0.9999999999999662,0.16666669769821799,0.16666667551682396,0.16666672063155435,0.166666617912688,0.16666656568017382,0.16666672256054182
35,300cecedb217cbabc4cfc1033533bfbc7cfc205d9e7006b9362d33121e991b76,Anthracnose(102),5,0.9999999999999979,0.16666667290742182,0.16666666843957742,0.1666666775285338,0.16666665685207063,0.1666666463476165,0.16666667792477977
36,fde6ffdfd86c52e53fb52cb5fc24bdeaa20020806909cae2c7fa6129ea6b9e17,Anthracnose(102),4,0.9999999999999776,0.16666664143036156,0.1666666594107772,0.1666666228905576,0.1666667062104683,0.16666674866912598,0.16666662138870925
37,2590e251f3c970b2d1755f440da6a8f8106a2e492c60381d4fb8a2dcbb831cbf,Anthracnose(102),5,0.9999999999999801,0.16666669033237727,0.16666667341456065,0.16666670782142579,0.16666662948489847,0.16666658965212364,0.16666670929461416
38,20ab23b74fa4051b438c072656c0419d9b64268fd753d1ccae03291e8e79ea93,Anthracnose(102),4,0.999999999999991,0.16666665099549646,0.16666666214920148,0.16666663950755814,0.16666669119957286,0.16666671756002635,0.1666666385881447
39,d53065c50881932945274b202986315c642d577e71f3481906fbf08a67bbcafe,Anthracnose(102),4,0.9999999999999527,0.1666666296759566,0.1666666560627474,0.16666660244692086,0.16666672468175447,0.1666667869236137,0.16666660020900692
40,ada9ad9e1ff692d8d6292ff9fd6f756a1f23dfd9163fcbda45c277a80aa1e64c,Anthracnose(102),5,0.9999999999999758,0.16666669285584068,0.16666667413957484,0.16666671219918444,0.16666662553019648,0.16666658145206,0.1666667138231435
41,088c56602036bd5d2c12454a7904a27c36fd75e7ff9b937dd08b2af2ae239063,Anthracnose(102),5,0.9999999999999059,0.1666667190020205,0.16666668162931164,0.16666675760397662,0.1666665845122136,0.16666649643666612,0.16666676081581147
42,743d97fecbfc390bda0cc15fced8621e25ce7139dcfd3c6fbac0df8baefeebd6,Anthracnose(102),4,0.9999999999999852,0.16666664638447942,0.16666666084739054,0.1666666314599696,0.1666666984703774,0.16666673259868214,0.16666663023910103
43,288468bc4e55c95e275129f485ece832d7ff723f53bcedd69f62518941357831,Anthracnose(102),4,0.9999999999999356,0.1666666234644026,0.16666665432037492,0.1666665915936938,0.1666667344905039,0.1666668071949718,0.166666588936053
44,5254c94a9c32179394f97e92eab25511c20ab2bdbfd543d7c73e88f7b10de099,Anthracnose(102),4,0.9999999999999823,0.1666666444341336,0.1666666603350195,0.16666662799882848,0.16666670160435765,0.16666673902203108,0.1666666266056297
45,30bccc1c2b82e759b7518ba3b503a2a3515ef2696ea721cd3b8a8d7dc819a442,Anthracnose(102),4,0.9999999999999784,0.1666666418402306,0.16666665957047688,0.16666662352691292,0.1666667056404128,0.1666667474206862,0.16666662200128063
46,236f52ec7f2899536cd8efe6746fa54e68eeee76bfa9e04df7e96d285d57710f,Anthracnose(102),4,0.9999999999999991,0.16666666439575917,0.16666666599581165,0.16666666276309391,0.16666667019163894,0.16666667400536755,0.16666666264832877
47,cd262eccae38a1aa540bac534149af4c19d0af23b3c99699dcce5683e3775ae9,Anthracnose(102),4,0.9999999999999819,0.1666666440131285,0.1666666601610125,0.16666662736036197,0.1666667021744146,0.16666674028794573,0.16666662600313673
48,04476335c3684d9f55a6650e20aefd425dbca23dc22311ab4272e3951d8491bc,Anthracnose(102),5,0.999999999999988,0.16666668478943772,0.1666666718261075,0.16666669820087632,0.1666666381768133,0.16666660766892744,0.16666669933783773
49,56bdf45b42927f63521317e54cfe65629a3bf646960a7127ffb592b9210c85ed,Anthracnose(102),5,0.9999999999999799,0.16666669050240074,0.16666667345561564,0.16666670813384005,0.1666666292026093,0.16666658907968127,0.16666670962585306
50,7635ebbf32ccd0335b43954f9e4dc5c1311f3d7c37dae04c67ad186c3823a2d7,Anthracnose(102),4,0.999999999999999,0.16666666295205762,0.1666666655715897,0.16666666027400961,0.1666666724387869,0.1666666786796355,0.1666666600839208
51,947a448f80e13331a1ee9be1e87f13758d09df3223722889ce2cebf80ec7b315,Anthracnose(102),4,0.999999999999975,0.16666663990723055,0.1666666589938787,0.16666662021203907,0.1666667086326761,0.1666667536589062,0.16666661859526946
52,7a61aa4577d16a4a29822b7913e870b3f53ecf8008b895d6e758d6dbfeb45139,Anthracnose(102),5,0.999999999999994,0.16666667907086008,0.1666666701962159,0.1666666882567322,0.16666664716144064,0.16666662627792864,0.16666668903682252
53,048d20e31c78478c5d4935c178c5be56ed9fca5d4cdd14aa62397730bfde9a4d,Anthracnose(102),4,0.9999999999999866,0.1666666474496427,0.16666666114345025,0.1666666333310276,0.16666669678024362,0.16666672911080055,0.16666663218483527
54,63ca46c5484394a464f4ae638813aa1b696a333fce518880aa7d5fd43f8553be,Anthracnose(102),5,0.999999999999899,0.166666720859139,0.16666668215772582,0.16666676083814308,0.16666658159073863,0.16666649038760512,0.1666667641666483
55,329e461f725e88562b70a475d166e1f4cc0f56d93862dbef6c45310569d6a26f,Anthracnose(102),4,0.9999999999999919,0.16666665196941702,0.1666666624355878,0.1666666411897205,0.1666666896817083,0.16666671440294756,0.16666664032061876
56,858ddddace8d89d438a7994cfecf0a112605e3c632ff57bfaef3a9ac3a96392d,Anthracnose(102),4,0.9999999999999799,0.166666642876577,0.16666665982363132,0.16666662540603835,0.16666670393818417,0.16666674396205264,0.16666662399351645
57,02d77159eb88650fc95f6fb8481963fcbc60f0cd00e0b73266f26aa6f4490b20,Anthracnose(102),4,0.9999999999999939,0.16666665397201363,0.16666666300700492,0.16666664467072495,0.1666666865366218,0.1666667078877713,0.1666666439258634
58,0f37b8632b7a592b301bd52c402f0babf9f028e55c15eb8c65fb90c695843f31,Anthracnose(102),4,0.9999999999999913,0.16666665147847398,0.16666666230317886,0.16666664031514805,0.1666666904710402,0.16666671602485916,0.16666663940729964
59,80fb9cd31bf8d4494ef633dd7ac94315e68687f8d8e1d57a2abd620681d7c1a6,Anthracnose(102),4,0.9999999999999826,0.1666666444469236,0.16666666028017663,0.1666666281219427,0.16666670148565238,0.16666673886825537,0.1666666267970495
60,c8786037cedc3d54b680c225e4e9e4e4e50f4d64da8b4de5c472f6973d56ee88,Anthracnose(102),4,0.9999999999999905,0.16666665054468097,0.1666666620327192,0.16666663870146217,0.16666669192908615,0.1666667190519195,0.16666663774013224
61,1979fdd620149662e138309d1a7534b89fcbdafb9794c896b2b3edd450ba1574,Anthracnose(102),4,0.9999999999999656,0.16666663516793484,0.16666665763958377,0.16666661197510196,0.1666667160739619,0.16666676907666733,0.16666661006675018
62,8daf374a6e4d0720d526b87ec463cb75037a089cf2cf03680cab5c5806070233,Anthracnose(102),4,0.9999999999999718,0.1666666382761681,0.16666665852765572,0.16666661737826766,0.16666671119288387,0.16666675896377672,0.16666661566124794
63,016ba6fd7140c39722b677cd6d9c19d1f001adcbc962332f9ce277313d19aadb,Anthracnose(102),5,0.9999999999999859,0.16666668652382582,0.16666667232638932,0.16666670120697652,0.16666663546161914,0.16666660203593534,0.16666670244525375
64,07729db7d968fb22f04bc5ac15e706622e0dfd8d8dcea58f98d36c3bcfb5360f,Anthracnose(102),5,0.9999999999999982,0.1666666721386555,0.16666666820985943,0.16666667622089737,0.16666665803467487,0.16666664881535373,0.1666666765805591
65,7002c41da85f268a8df9e7a1762f03cec55ff1bc43c609f8e6207436367f8158,Anthracnose(102),5,0.9999999999998999,0.16666672063351132,0.16666668208781543,0.16666676045888248,0.1666665819334898,0.16666649110678475,0.16666676377951628
66,8b193aeb4ea2c531b6b27440b4ae5ac0ca28d2e16998fd98ab752dabc1ba8ceb,Anthracnose(102),4,0.9999999999999913,0.16666665127458052,0.16666666223815044,0.1666666399785768,0.16666669077564478,0.16666671666751595,0.1666666390655314
67,92f8dec851d91edada97e120ff318415d9ff074112349e92a118b58e9b253217,Anthracnose(102),4,0.9999999999999748,0.16666663989320263,0.16666665899445238,0.16666662017836578,0.16666670866336628,0.16666675371507542,0.1666666185555375
68,2531ddabdba6239b763e272144cca88e3c1de17c988216e5514ba88f1942cce8,Anthracnose(102),4,0.9999999999999959,0.16666665663692076,0.16666666378628772,0.16666664927122124,0.16666668238266857,0.1666666992530585,0.16666664866984324
69,38558e97e074a5a65636e6f9a74affeea806bcf09eac02ea247e76efe0ec3b43,Anthracnose(102),4,0.9999999999999841,0.16666664557025804,0.16666666061462465,0.16666663004676596,0.16666669974747592,0.1666667352451171,0.16666662877575833
70,3ef013d5f0debd3c0009d499042afdfccddd172f2f3d546673ea68e2fd2e2b67,Anthracnose(102),4,0.9999999999999968,0.16666665789665816,0.16666666413115558,0.16666665148237866,0.1666666803821705,0.16666669513135177,0.16666665097628533
71,2da6cee7ddfb4df7e13f8023996282d0674cc97a82266b79363b2fb350669039,Anthracnose(102),4,0.999999999999997,0.1666666583858959,0.16666666427747917,0.16666665232574646,0.16666667962209336,0.16666669354690003,0.1666666518418851
72,bc719ad565e44939b9132f900527f7ee569ec60cfc17934216f6e54dd0072b5e,Anthracnose(102),5,0.9999999999998708,0.16666672801714452,0.16666668419885367,0.1666667732903157,0.16666657034175614,0.16666646708808677,0.16666677706384328
73,2858207fd6d9594cb1591ab9b20552e7160aa85c23d2ec1c45862a9b2bdeb196,Anthracnose(102),5,0.9999999999999986,0.1666666717119522,0.16666666808556851,0.166666675479395,0.1666666587033533,0.16666665020390814,0.16666667581582287
74,5b9d6f4568ebbc04e61f72cc08f8544c7e6d4d2071890f18bdca40b37f44cbc4,Anthracnose(102),4,0.9999999999999702,0.16666663744687812,0.1666666582805092,0.16666661595511623,0.16666671247740503,0.16666676164134428,0.16666661419874715
75,8b882053c72fc295ef9e426dfbeb193d8f2caf317a01bb71c76957aa22f46aee,Anthracnose(102),4,0.9999999999999971,0.1666666589126043,0.1666666644156951,0.16666665326012262,0.16666667877589136,0.1666666918126535,0.16666665282303308
76,a2f6a97a093305d1550915573f4855505fc681212c5a9a71c317c85da30b8162,Anthracnose(102),4,0.9999999999999903,0.1666666503751701,0.16666666198831906,0.16666663840295265,0.16666669219998398,0.1666667196072547,0.16666663742631946
77,bfdd8450c1d8abe464a06e9d5ebda7254472166b3158ea5e3e7f4a7fd7155699,Anthracnose(102),4,0.9999999999999974,0.16666665897921248,0.1666666644328768,0.16666665337485467,0.16666667867101653,0.16666669159772904,0.1666666529443105
78,973ddf619d81b1afbe19055b63fc686f960d76d7e303ca7f543fad3183261198,Anthracnose(102),4,0.9999999999999777,0.16666664152972102,0.1666666594607548,0.16666662302494076,0.16666670609156303,0.16666674838870035,0.16666662150432002
79,cb3a47e744eb9bafad547c5875d6d98a02c241fd457c7c946c3f20e45284ad2e,Anthracnose(102),5,0.9999999999999913,0.16666668188512426,0.16666667098716062,0.16666669316782567,0.16666664272233542,0.1666666171009982,0.16666669413655577
80,eb6a5f2204b981afd6508cebc29134f10a54a6500caea2c65df24d7397c588c0,Anthracnose(102),4,0.9999999999999658,0.16666663527907485,0.16666665766839142,0.16666661217240272,0.1666667158951254,0.16666676871062794,0.1666666102743777
81,a01a9e9a233523ae14d183bdf3764c3e0ccfbab8c44ead132f24782452c58286,Anthracnose(102),4,0.9999999999999747,0.16666663988017025,0.1666666589838533,0.16666662016807196,0.16666670867190136,0.16666675374366996,0.16666661855233308
82,53b45a4e974e864151010bcd544dedf0a3e82773a9c9f18ae0d6b0a1a6082cd6,Anthracnose(102),5,0.9999999999999863,0.1666666860397566,0.166666672192016,0.16666670036374687,0.16666663622503838,0.16666660361212957,0.16666670156731261
83,ca89f85e2b4dca162df0ac5f41c709c97b911bd20d085e2daffced760c608a6a,Anthracnose(102),4,0.9999999999999731,0.1666666389267448,0.16666665871160588,0.16666661851244347,0.16666671016803228,0.16666675684350632,0.1666666168376673
84,d914801a983fa90a2f052795c9b82ff373000317da2f1ff3b18b84b80ea7cc52,Anthracnose(102),4,0.9999999999999815,0.16666664377218246,0.16666666009778106,0.16666662692857387,0.1666667025644505,0.16666674108671484,0.16666662555029726
85,a593910c96e80e9cbaff3ed8b8a97207be01ba860c9028cd208632aeaf61272c,Anthracnose(102),4,0.9999999999999726,0.16666663867819564,0.166666658638243,0.16666661808390862,0.1666667105547426,0.16666675764830927,0.1666666163966008
86,aeba464259d7ae528fef09eaabd5736ae27beb90f23e3fd420e25130cd6a6213,Anthracnose(102),4,0.9999999999999946,0.16666665479572654,0.16666666324143697,0.16666664609425705,0.16666668524824113,0.1666667052184385,0.16666664540189982
87,25eca3ec50191a7872ec3c597ebcf0c3e24564be82e88f2c03a510db5bc4b9c3,Anthracnose(102),4,0.9999999999999943,0.16666665445960507,0.1666666631320231,0.16666664554774777,0.16666668574361754,0.16666670626797317,0.16666664484903332
88,667bd286fc83ca608fd691e2a6efb38550d5e5919d26d032f981c63834a0f7d2,Anthracnose(102),5,0.9999999999999938,0.16666667931192036,0.16666667025528953,0.16666668869486248,0.16666664676489013,0.1666666254721031,0.16666668950093438
89,843587f031469f61a1910a637fc1064de079a62eab4405b5ee157bebf76b6cd9,Anthracnose(102),4,0.9999999999999826,0.1666666444617864,0.16666666029003835,0.16666662813678673,0.1666667014726458,0.16666673883235097,0.1666666268063917
90,31070ff0506dbf74df3cd6a0e3cd5d36315a9925bd4f8db2dcb6183ff16739fd,Anthracnose(102),4,0.9999999999999474,0.16666662763551654,0.16666665548239815,0.16666659889553248,0.1666667278903451,0.1666667935672358,0.1666665965289719
91,02d266bb26f021470c32032d8bb250b3505de67b300b618370a0ede3f3dd0751,Anthracnose(102),5,0.9999999999999992,0.1666666682472341,0.1666666670994452,0.16666666944774114,0.16666666415215345,0.16666666148675646,0.16666666956666973
92,6261a30632cd26d65c619d51e48bc568cc0e25763c74a098b94528b00176ed8e,Anthracnose(102),4,0.9999999999999666,0.16666663569885928,0.1666666577871033,0.1666666129052877,0.16666671523312776,0.16666676734121333,0.16666661103440872
93,40ead8c4ecf9efea4dd351c1c2debfeb63a3658bb7f1682e6a210615fa225fd8,Anthracnose(102),5,0.9999999999998862,0.16666672423168477,0.1666666831194979,0.16666676670086417,0.16666657629358878,0.1666664794151025,0.16666677023926196
94,f605a8032c6398efc8a327a178cb14de1da5db37dea9132f4523c723e4020b3b,Anthracnose(102),5,0.9999999999998799,0.16666672574776198,0.1666666835592621,0.1666667693307583,0.16666657391998962,0.1666664744878219,0.166666772954406
95,aef1ec1b5a1dd5c6ab9ac099e04fb71a7afeac149427c1d3a9c99726bdefdc7d,Anthracnose(102),5,0.9999999999999007,0.16666672039145308,0.1666666820244977,0.1666667600185855,0.16666658232981937,0.16666649191736263,0.16666676331828165
96,c1374f61d77b18a22f54e02106734c0c6788ddb35ed4a3fee171a4ceeb925a2f,Anthracnose(102),5,0.9999999999999544,0.16666670287418842,0.16666667701257698,0.16666672958713208,0.16666660982166062,0.16666654888829677,0.16666673181614503
97,19f83d896e15b814cb852db25a81343959504580b3e0675d34617f90cbd0b3e4,Anthracnose(102),4,0.9999999999999895,0.1666666496523863,0.1666666617598785,0.16666663718439095,0.1666666932979998,0.1666667219167921,0.16666663618855232
98,0a18860068ccfd5e13d9bb32f2f599f139100adb8ad27892ec562f8ac243a43c,Anthracnose(102),4,0.9999999999999944,0.16666665465845196,0.16666666320888177,0.16666664584690494,0.16666668547317226,0.16666670567441821,0.1666666451381709
99,40480a267715f281b8ae1820debe400e56970c7576b126bc0f520f28da0f7cb8,Anthracnose(102),4,0.9999999999999744,0.1666666396426223,0.16666665891303345,0.1666666197626327,0.1666667090383278,0.1666667545078971,0.1666666181354867
100,ca98756896f96b4219f363667c1ab9b547aa0bc922602119f2c3649fdf279575,Anthracnose(102),4,0.9999999999999831,0.16666664481883325,0.16666666038559458,0.16666662876921112,0.16666670090064828,0.16666673765753237,0.1666666274681805
101,75221d776e3f05dde6026f1d39799a0f33c8c0ab1696c0a4a68f1ea7c1829633,Anthracnose(102),4,0.999999999999981,0.16666664347971838,0.16666665999676764,0.1666666264574136,0.16666670298949438,0.16666674199585138,0.16666662508075453
102,48ab046e600edf59372e25d8f307e1dce30e6e5b93cbc241e6c75f8be0ab5e93,Bacterial-Spot(752),4,0.9999999999999934,0.1666666536857813,0.16666666293240068,0.16666664415090787,0.16666668700487025,0.16666670884514306,0.1666666433808968
103,858299f30f991ef5860b3da40fb790c68d29350c4c3dfb24830ae8ada54fae9c,Bacterial-Spot(752),5,0.9999999999999929,0.1666666802708514,0.16666667053551668,0.1666666903428214,0.1666666452750693,0.16666662237442764,0.1666666912013137
104,6c0514015e7c366e4a5a06bf4ca64368927b6eb04832265c38d3dea033bdb1e6,Bacterial-Spot(752),5,0.999999999999963,0.1666666991824671,0.16666667594753112,0.1666667231894965,0.16666661560029394,0.16666656087723652,0.1666667252029748
105,4097d0f7327d52a3240ee4197c70ab6a6d59809e2a208105adf30c32a0ea0f1e,Bacterial-Spot(752),5,0.9999999999999188,0.16666671517485862,0.16666668052598702,0.1666667509733791,0.1666665905020923,0.16666650886309922,0.16666675396058378
106,52466e9a00a693918eac5c6fdb17f480ec48d7f107751af820c67fd51ffeaf78,Bacterial-Spot(752),5,0.9999999999998759,0.16666672681878375,0.16666668385141256,0.16666677121209794,0.16666657221764605,0.16666647098207532,0.16666677491798432
107,907a60c0245a6215cd18655d3f58071d11fd0eb0ee792f30cf61dad536efe702,Bacterial-Spot(752),5,0.999999999999971,0.16666669543669746,0.1666666748867697,0.16666671666951122,0.1666666214932695,0.16666657307283064,0.16666671844092143
108,e5c1a3a698182772be3ac4147f1ad4b6d87e22aa7397a31df25bf7a786421a2d,Bacterial-Spot(752),5,0.9999999999999779,0.16666669169663292,0.1666666738064635,0.16666671019190954,0.1666666273443371,0.16666658521428065,0.16666671174637634
109,f5e89e8a029a6957f03c62fadb84d0722a90f0af05332d5175e7ec897d2b78b7,Bacterial-Spot(752),5,0.999999999999999,0.1666666692083037,0.1666666673710513,0.16666667112674197,0.1666666626357377,0.1666666583501292,0.16666667130803606
110,deadbba5b224bdfb24df640ab8dbdcc6c0f2b8b629cf69135824ee12333bcdd5,Bacterial-Spot(752),5,0.9999999999999876,0.1666666851675914,0.1666666719450863,0.16666669884339305,0.16666663759869918,0.1666666064545548,0.16666669999067527
111,f6ad3b65ec33d933b1bb54cdc62e5d74aab850783ca9fc4772d2bc6707ca506e,Bacterial-Spot(752),5,0.9999999999999556,0.16666670245848145,0.1666666768961971,0.16666672887360534,0.16666661046958547,0.16666655022887436,0.16666673107325633
112,325014be21cc74fe21b625624314ac694aaea73561f39e18636ffc7ce15a0919,Bacterial-Spot(752),5,0.9999999999999933,0.16666667986859232,0.16666667042487063,0.16666668963847447,0.1666666459124306,0.1666666236885439,0.16666669046708807
113,0bb310b669349a82aac67ad3d1930eb2df3a382eabb93689a6235bd4c078dcd8,Bacterial-Spot(752),5,0.9999999999998879,0.16666672378676164,0.1666666829960073,0.16666676592322632,0.166666576997007,0.16666648086712094,0.16666676942987682
114,15bd56e611da5a8061772fcce85203b6d5273f50d2bd786583dc7955c21a4a04,Bacterial-Spot(752),4,0.9999999999999989,0.16666666388438392,0.16666666585504436,0.16666666185891624,0.16666667100776705,0.16666667568691082,0.16666666170697753
115,0c234eb7e69c4981dcca060bbb41e1f296bb4e21e11946cb14818442a3ae5424,Bacterial-Spot(752),5,0.9999999999999871,0.16666668559537975,0.16666667204909394,0.16666669961232305,0.16666663690031677,0.16666660503546835,0.16666670080741822
