source_id,class_label,is_original,augmentation_type,augmentation_index,augmentation_slug,parent_filename,filename,output_path,sha256,original_width,original_height,letterbox_target_width,letterbox_target_height,letterbox_scale,letterbox_resized_width,letterbox_resized_height,letterbox_x_offset,letterbox_y_offset,letterbox_fill_r,letterbox_fill_g,letterbox_fill_b,per_image_seed,manifest_version,pipeline_random_seed
3f7812fb258535235edd6c60f77da30efe62efc24ac972e0a3f842ca1220424d,Anthracnose(102),true,ORIGINAL,,,Anthracnose (23).JPG,Anthracnose (23).JPG,Malabar_Dataset/Anthracnose(102)/Anthracnose (23).JPG,d21e6ffc391889f6aa5c95d34f3f041fb25e2b68a75928bafa91c06680b6ed4f,5712,4284,640,640,0.11204482,640,480,0,80,255,255,255,86165,1.0.0,42
526fd33e4b2ea5317eab207b64b358fb75925782ebac10fe639c35e4d6f8cb6d,Anthracnose(102),true,ORIGINAL,,,Anthracnose (24).JPG,Anthracnose (24).JPG,Malabar_Dataset/Anthracnose(102)/Anthracnose (24).JPG,81f81094845592c34f0cac26cb9be218260006a024f558b74f86d3b0c50629ba,5712,4284,640,640,0.11204482,640,480,0,80,255,255,255,14624,1.0.0,42
1603d84c9698fb404321601923cdfa49348e52d3127dea0fc9cb323156dd43e5,Anthracnose(102),true,ORIGINAL,,,Anthracnose (25).JPG,Anthracnose (25).JPG,Malabar_Dataset/Anthracnose(102)/Anthracnose (25).JPG,dddd158c19533f612231bbaeb70dbdec0b15880670e8a85b750b29efe2cccb73,8064,6048,640,640,0.07936508,640,480,0,80,255,255,255,68080,1.0.0,42
23267d001bb4a99631f67e346cd47ba951e215063368aece482c982e3a395686,Anthracnose(102),true,ORIGINAL,,,Anthracnose (26).JPG,Anthracnose (26).JPG,Malabar_Dataset/Anthracnose(102)/Anthracnose (26).JPG,df43ae32e5cb7aa33722b42f21cf10257a76a58552fcf1d469ce9b32781b36b7,8064,6048,640,640,0.07936508,640,480,0,80,255,255,255,36011,1.0.0,42
6b1a65bb153f42171dda7e15979b6558a67e6c1c17b8bb62233a876beff828f2,Anthracnose(102),true,ORIGINAL,,,Anthracnose (27).jpg,Anthracnose (27).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (27).jpg,6e1ee44ee4c17f3de8c8ebf78d2f27167f2cfe8e5f6d723f66b98a2821440a17,3060,4080,640,640,0.15686275,480,640,80,0,255,255,255,14481,1.0.0,42
01e291f8b62ce05388421f18ea31d1b500449970622347a63731caa7aa45ef5d,Anthracnose(102),true,ORIGINAL,,,Anthracnose (28).jpg,Anthracnose (28).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (28).jpg,4bec0ee331db58cfba551ba5611c8142c2c7b239c93d47d24a49f48df9be49e1,3060,4080,640,640,0.15686275,480,640,80,0,255,255,255,26530,1.0.0,42
3fd350dd6a779747d6b949ab04631bac51bda24b29c569b920a3b6153e591c9d,Anthracnose(102),true,ORIGINAL,,,Anthracnose (29).jpg,Anthracnose (29).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (29).jpg,592739fa406641efa9970939fe108eaff6ab7c7a802af6eb91689c8e13973aeb,3060,4080,640,640,0.15686275,480,640,80,0,255,255,255,90228,1.0.0,42
dddbba7d6bb902b9b68f634ba95e2f5a769fada859ee665818e31341d015efa0,Anthracnose(102),true,ORIGINAL,,,Anthracnose (3).jpg,Anthracnose (3).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (3).jpg,767f3709db0837ac0d1d126eae2b37034f06ba1fe29b3ae9b9a32a7935301f51,3060,4080,640,640,0.15686275,480,640,80,0,255,255,255,71808,1.0.0,42
e4f3dea2556bf0d86ee01610a31409547e087f3c9bc9e2c83b1ea8bc7559541e,Anthracnose(102),true,ORIGINAL,,,Anthracnose (30).jpg,Anthracnose (30).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (30).jpg,3dcbdaeb5ddba700d680420490651f09100a2a1e9c28ee02735d50e3a6fa653e,3060,4080,640,640,0.15686275,480,640,80,0,255,255,255,42405,1.0.0,42
dc0d5ee594b0e487eb50870c4323a05a8f17acb1fb8a3b7b114849203ef2176c,Anthracnose(102),true,ORIGINAL,,,Anthracnose (31).jpg,Anthracnose (31).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (31).jpg,91aa20b174a67781be9b52e8fa13485f2bcd1bfdbe3db4398b05c21231626797,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,73093,1.0.0,42
8c2b8abcb7b63c6b87e783aade8f916cc2ac6424e5e34d9e2a489d01b6ec8fd1,Anthracnose(102),true,ORIGINAL,,,Anthracnose (32).jpg,Anthracnose (32).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (32).jpg,e427bcaf5e3d0e06d548f7752ae163e8e5761675ce3f9dcdc9daa3a683a8ab21,3000,4000,640,640,0.16,480,640,80,0,255,255,255,3403,1.0.0,42
ff9372bab07609f953cf6be2c245e37799272f1ec8a68337c6f803ad93b82ce3,Anthracnose(102),true,ORIGINAL,,,Anthracnose (33).jpg,Anthracnose (33).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (33).jpg,0c93c5162fe99d0377be9f60d7c8cadc52a0581c1eae1536d3aedd1cd244f240,3000,4000,640,640,0.16,480,640,80,0,255,255,255,31762,1.0.0,42
b546b24bfe5990f26917a5222f981caccf8d9ce4cdd5ee38b7942ccaa7ff9c04,Anthracnose(102),true,ORIGINAL,,,Anthracnose (34).jpg,Anthracnose (34).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (34).jpg,b9ba4799d3f88d652a7b0e784c126ee5b59f1c57b1ff8220443f6f44a1d04e28,3000,4000,640,640,0.16,480,640,80,0,255,255,255,48648,1.0.0,42
637e2a107e65d1fb2d6085f530a07490065d817d1f3fb6169b7879e36beb0ec5,Anthracnose(102),true,ORIGINAL,,,Anthracnose (35).jpg,Anthracnose (35).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (35).jpg,bc3052d212b86c9da89b01924069dd4fa033525fa8f9d5fdaa41b2d78e9a200c,3000,4000,640,640,0.16,480,640,80,0,255,255,255,92519,1.0.0,42
855e9426fd6d91ac21637554877003c2c11787d77125bf15a1242a7a05b0c621,Anthracnose(102),true,ORIGINAL,,,Anthracnose (36).jpg,Anthracnose (36).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (36).jpg,9fd4f9461ac09ca9c8a3e651cdc6c63dbb9868757e5162fefd81f8e1910f78d2,3000,4000,640,640,0.16,480,640,80,0,255,255,255,75490,1.0.0,42
6633a1d0326882dda1027f430c744fd6c96d897de3e0e92a1e63c68ba851eaf7,Anthracnose(102),true,ORIGINAL,,,Anthracnose (37).jpg,Anthracnose (37).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (37).jpg,3c0d41ba80d9e7c9dc5de773176e81b4deaf320775474fe8505dff4a83b4761e,3000,4000,640,640,0.16,480,640,80,0,255,255,255,89558,1.0.0,42
d3033583481d5ef2b835943a628bdd25ff3c0227931663e6220dc12d07e844f6,Anthracnose(102),true,ORIGINAL,,,Anthracnose (38).jpg,Anthracnose (38).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (38).jpg,e47681956a87f95384528d83f69063667e38406d36e7866c024e83887c53cb31,3000,4000,640,640,0.16,480,640,80,0,255,255,255,31940,1.0.0,42
300cecedb217cbabc4cfc1033533bfbc7cfc205d9e7006b9362d33121e991b76,Anthracnose(102),true,ORIGINAL,,,Anthracnose (39).jpg,Anthracnose (39).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (39).jpg,94bd64054ec4d8e7920f480fe1f19a8facd4d8cdb4e94be786321507d7f7d605,3000,4000,640,640,0.16,480,640,80,0,255,255,255,1949,1.0.0,42
fde6ffdfd86c52e53fb52cb5fc24bdeaa20020806909cae2c7fa6129ea6b9e17,Anthracnose(102),true,ORIGINAL,,,Anthracnose (4).jpg,Anthracnose (4).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (4).jpg,e22e52d79389b9c8b078a68fd3d40e3b4edb85f0af30c6f0accda3ffb08b7c2b,3060,4080,640,640,0.15686275,480,640,80,0,255,255,255,83555,1.0.0,42
2590e251f3c970b2d1755f440da6a8f8106a2e492c60381d4fb8a2dcbb831cbf,Anthracnose(102),true,ORIGINAL,,,Anthracnose (40).jpg,Anthracnose (40).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (40).jpg,050bac05491b7289c9f578eaa20fff48d967fa6823365ad21fdc8ec5f0d296d5,3000,4000,640,640,0.16,480,640,80,0,255,255,255,43050,1.0.0,42
20ab23b74fa4051b438c072656c0419d9b64268fd753d1ccae03291e8e79ea93,Anthracnose(102),true,ORIGINAL,,,Anthracnose (41).jpg,Anthracnose (41).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (41).jpg,5004221382defd6619eef91adfe199c08eb0ae092f3d0bd7a26d1589c892b16a,3000,4000,640,640,0.16,480,640,80,0,255,255,255,66770,1.0.0,42
d53065c50881932945274b202986315c642d577e71f3481906fbf08a67bbcafe,Anthracnose(102),true,ORIGINAL,,,Anthracnose (42).jpg,Anthracnose (42).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (42).jpg,052284336f427315263d63021f99da1cfb26154d58194f06b39bb5370efd2f5b,3000,4000,640,640,0.16,480,640,80,0,255,255,255,60716,1.0.0,42
ada9ad9e1ff692d8d6292ff9fd6f756a1f23dfd9163fcbda45c277a80aa1e64c,Anthracnose(102),true,ORIGINAL,,,Anthracnose (43).jpg,Anthracnose (43).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (43).jpg,88cfb317010cc69fb08c7a64c0f9c78085dfbbd528f4a5ee27fb4bed87a25f2e,3000,4000,640,640,0.16,480,640,80,0,255,255,255,29015,1.0.0,42
088c56602036bd5d2c12454a7904a27c36fd75e7ff9b937dd08b2af2ae239063,Anthracnose(102),true,ORIGINAL,,,Anthracnose (44).jpg,Anthracnose (44).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (44).jpg,d1d5d0e4e6e80b62bbd9e78aa41fceb1ac6eea7dde1d0e4535a23086a6510946,3000,4000,640,640,0.16,480,640,80,0,255,255,255,84336,1.0.0,42
743d97fecbfc390bda0cc15fced8621e25ce7139dcfd3c6fbac0df8baefeebd6,Anthracnose(102),true,ORIGINAL,,,Anthracnose (45).jpg,Anthracnose (45).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (45).jpg,2aca728855518d5524266ccb95be34ee5c4b5b7e532d55aab1ca6b8dd1802ad0,3000,4000,640,640,0.16,480,640,80,0,255,255,255,54020,1.0.0,42
288468bc4e55c95e275129f485ece832d7ff723f53bcedd69f62518941357831,Anthracnose(102),true,ORIGINAL,,,Anthracnose (46).JPG,Anthracnose (46).JPG,Malabar_Dataset/Anthracnose(102)/Anthracnose (46).JPG,6ec492b84d17ae3850e1c0c6819bf30e20841fd3ce8c3a39d89ac70e10b513da,3213,5712,640,640,0.11204482,360,640,140,0,255,255,255,77511,1.0.0,42
5254c94a9c32179394f97e92eab25511c20ab2bdbfd543d7c73e88f7b10de099,Anthracnose(102),true,ORIGINAL,,,Anthracnose (47).JPG,Anthracnose (47).JPG,Malabar_Dataset/Anthracnose(102)/Anthracnose (47).JPG,28aadf12442add197395e30bcce14b77b3bcaaf02e47f6115fd3221161929713,3213,5712,640,640,0.11204482,360,640,140,0,255,255,255,78234,1.0.0,42
30bccc1c2b82e759b7518ba3b503a2a3515ef2696ea721cd3b8a8d7dc819a442,Anthracnose(102),true,ORIGINAL,,,Anthracnose (48).JPG,Anthracnose (48).JPG,Malabar_Dataset/Anthracnose(102)/Anthracnose (48).JPG,b8617b9bec260afbb4fe3358f87f4bc9328eb4d58369407e7c15602fed14708a,2268,4032,640,640,0.15873016,360,640,140,0,255,255,255,47127,1.0.0,42
236f52ec7f2899536cd8efe6746fa54e68eeee76bfa9e04df7e96d285d57710f,Anthracnose(102),true,ORIGINAL,,,Anthracnose (49).jpg,Anthracnose (49).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (49).jpg,b960d8c2922412077b4d62854170c40bbcfb2722023357ccd8e7308dd8e11634,3000,4000,640,640,0.16,480,640,80,0,255,255,255,82404,1.0.0,42
cd262eccae38a1aa540bac534149af4c19d0af23b3c99699dcce5683e3775ae9,Anthracnose(102),true,ORIGINAL,,,Anthracnose (5).jpg,Anthracnose (5).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (5).jpg,e7db599329da32b8e88cd9dce5eac5943cf165a6565bf6ed9910e14d6dc7a8a3,3060,4080,640,640,0.15686275,480,640,80,0,255,255,255,46591,1.0.0,42
04476335c3684d9f55a6650e20aefd425dbca23dc22311ab4272e3951d8491bc,Anthracnose(102),true,ORIGINAL,,,Anthracnose (50).jpg,Anthracnose (50).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (50).jpg,bc7f8bba49cfadf96620465a887112a45149b28cad0b477dcf945cc025f2fa78,3000,4000,640,640,0.16,480,640,80,0,255,255,255,52167,1.0.0,42
56bdf45b42927f63521317e54cfe65629a3bf646960a7127ffb592b9210c85ed,Anthracnose(102),true,ORIGINAL,,,Anthracnose (51).jpg,Anthracnose (51).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (51).jpg,a49f1765243c8f2ceada58363c2acd7233d3fb4bdf389601a891275646b9bfd5,3000,4000,640,640,0.16,480,640,80,0,255,255,255,48141,1.0.0,42
7635ebbf32ccd0335b43954f9e4dc5c1311f3d7c37dae04c67ad186c3823a2d7,Anthracnose(102),true,ORIGINAL,,,Anthracnose (52).jpg,Anthracnose (52).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (52).jpg,323ddf49a4205a596c853b6eb2db8bf5b4b01f782720e0584abcd4057d582271,3000,4000,640,640,0.16,480,640,80,0,255,255,255,40214,1.0.0,42
947a448f80e13331a1ee9be1e87f13758d09df3223722889ce2cebf80ec7b315,Anthracnose(102),true,ORIGINAL,,,Anthracnose (53).jpg,Anthracnose (53).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (53).jpg,e730dbdab349fb1599180f7cc77094841eb8eb6de3ee02bfce69aa25210b5f95,3000,4000,640,640,0.16,480,640,80,0,255,255,255,28465,1.0.0,42
7a61aa4577d16a4a29822b7913e870b3f53ecf8008b895d6e758d6dbfeb45139,Anthracnose(102),true,ORIGINAL,,,Anthracnose (54).jpg,Anthracnose (54).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (54).jpg,9904e03da8a4428bcb9e745c5c1052ffd3ba566495dc0d0e82be7c66115a6042,3000,4000,640,640,0.16,480,640,80,0,255,255,255,27599,1.0.0,42
048d20e31c78478c5d4935c178c5be56ed9fca5d4cdd14aa62397730bfde9a4d,Anthracnose(102),true,ORIGINAL,,,Anthracnose (55).jpg,Anthracnose (55).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (55).jpg,acfa8042c34b91a9e42e6e9afeadb796f2daf831bd4590bc8f9e50d482354e3d,3000,4000,640,640,0.16,480,640,80,0,255,255,255,84099,1.0.0,42
63ca46c5484394a464f4ae638813aa1b696a333fce518880aa7d5fd43f8553be,Anthracnose(102),true,ORIGINAL,,,Anthracnose (56).jpg,Anthracnose (56).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (56).jpg,40fed03108e32596be388dbbb16dcc2387d93085e1fd64a2ab99666d63006293,3000,4000,640,640,0.16,480,640,80,0,255,255,255,30294,1.0.0,42
329e461f725e88562b70a475d166e1f4cc0f56d93862dbef6c45310569d6a26f,Anthracnose(102),true,ORIGINAL,,,Anthracnose (57).jpg,Anthracnose (57).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (57).jpg,983f16ba74664094708648fcc82b8202374eec29aa6955f1b75da82c385049db,3000,4000,640,640,0.16,480,640,80,0,255,255,255,69332,1.0.0,42
858ddddace8d89d438a7994cfecf0a112605e3c632ff57bfaef3a9ac3a96392d,Anthracnose(102),true,ORIGINAL,,,Anthracnose (58).jpg,Anthracnose (58).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (58).jpg,e3a7943877be5b2311694562237a71f5e546a8595bd387f08e78c5a04ec963c6,3000,4000,640,640,0.16,480,640,80,0,255,255,255,60221,1.0.0,42
02d77159eb88650fc95f6fb8481963fcbc60f0cd00e0b73266f26aa6f4490b20,Anthracnose(102),true,ORIGINAL,,,Anthracnose (59).jpg,Anthracnose (59).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (59).jpg,2f8e5ae3efb05a671b5be93714bfd5abe5cd93e42a52c39af6234fff576756bf,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,26925,1.0.0,42
0f37b8632b7a592b301bd52c402f0babf9f028e55c15eb8c65fb90c695843f31,Anthracnose(102),true,ORIGINAL,,,Anthracnose (6).jpg,Anthracnose (6).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (6).jpg,05f1a06eae4fdb8b5b0e84fbbbd0f81c6039dbd7d7594ba255673c4b4975750e,3060,4080,640,640,0.15686275,480,640,80,0,255,255,255,17670,1.0.0,42
80fb9cd31bf8d4494ef633dd7ac94315e68687f8d8e1d57a2abd620681d7c1a6,Anthracnose(102),true,ORIGINAL,,,Anthracnose (60).jpg,Anthracnose (60).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (60).jpg,abb569df4914042ff57563fb52b5b68cc4f8f6ac868ba6bed97c5ac74052c14f,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,64738,1.0.0,42
c8786037cedc3d54b680c225e4e9e4e4e50f4d64da8b4de5c472f6973d56ee88,Anthracnose(102),true,ORIGINAL,,,Anthracnose (61).jpg,Anthracnose (61).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (61).jpg,63870b56c63e8b95566ee41ca4d4ee44bd647b95e3f2152bcc5202c4afdc50ad,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,13538,1.0.0,42
1979fdd620149662e138309d1a7534b89fcbdafb9794c896b2b3edd450ba1574,Anthracnose(102),true,ORIGINAL,,,Anthracnose (62).jpg,Anthracnose (62).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (62).jpg,d1c96620f7fd487ea9d25470a1577bfcf2f84497b761c8f43fc8aabf23a773ad,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,61656,1.0.0,42
8daf374a6e4d0720d526b87ec463cb75037a089cf2cf03680cab5c5806070233,Anthracnose(102),true,ORIGINAL,,,Anthracnose (63).jpg,Anthracnose (63).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (63).jpg,74653ef95ad59c50d52ec0aafd0ffdd7f0da8645a5244358010151973105850a,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,83422,1.0.0,42
016ba6fd7140c39722b677cd6d9c19d1f001adcbc962332f9ce277313d19aadb,Anthracnose(102),true,ORIGINAL,,,Anthracnose (64).jpg,Anthracnose (64).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (64).jpg,fc2adb7346096694176e24fab68533f9a38ab5ab635e912176b5320ea78b5439,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,20170,1.0.0,42
07729db7d968fb22f04bc5ac15e706622e0dfd8d8dcea58f98d36c3bcfb5360f,Anthracnose(102),true,ORIGINAL,,,Anthracnose (65).jpg,Anthracnose (65).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (65).jpg,0c8bcc6337c66047d3c0e95c40939fbd48d25cf1ccb98fc8189bc7ca40a3a140,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,82054,1.0.0,42
7002c41da85f268a8df9e7a1762f03cec55ff1bc43c609f8e6207436367f8158,Anthracnose(102),true,ORIGINAL,,,Anthracnose (66).jpg,Anthracnose (66).jpg,Malabar_Dataset/Anthracnose(102)/Anthracnose (66).jpg,7a432d54d3427b95e47c77e9533ab86cd44487e3b02ba5508cd79d567b629c47,2296,4080,640,640,0.15686275,360,640,140,0,255,255,255,55722,1.0.0,42
